id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
3091,18jan2008,2008,1,18,1325,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,30,3352,GRAVOIS AVE,3352,GRAVOIS,SOUTHSIDE WIRELESS,,894555.31,1005711,1,January2008.dta
3659,22jan2008,2008,1,22,800,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,6,69,4438,ROSALIE ST,4438,ROSALIE,,,897578.31,1036591,1,January2008.dta
3661,22jan2008,2008,1,22,800,January,2008,Forgery and Counterfeiting,101000,FORGERY,No,No,Yes,-1,6,69,4438,ROSALIE ST,4438,ROSALIE,,,897578.31,1036591,1,January2008.dta
3678,22jan2008,2008,1,22,1100,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,5,65,1508,SALISBURY ST,1508,SALISBURY,,,905720.81,1029553,1,January2008.dta
3799,23jan2008,2008,1,23,43,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,9,77,3501,FRANKLIN AVE,3501,FRANKLIN,BLUMEYER HOUSING COMPLEX,,898334,1022420,1,January2008.dta
3851,23jan2008,2008,1,23,1147,January,2008,Forgery and Counterfeiting,104000,FORGERY-ATTEMPT,Yes,No,No,1,3,30,3352,GRAVOIS AVE,3352,GRAVOIS,SOUTHSIDE WIRELESS,,894555.31,1005711,1,January2008.dta
3866,23jan2008,2008,1,23,1420,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,38,4625,LINDELL BLVD,4625,LINDELL,BANK OF AMERICA,,888603,1023247,1,January2008.dta
3987,24jan2008,2008,1,24,1020,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,7,51,1315,N KINGSHIGHWAY BLVD,1315,N KINGSHIGHWAY,,,888174.5,1029422,1,January2008.dta
4520,27jan2008,2008,1,27,1725,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,69,3720,N KINGSHIGHWAY BLVD,3720,N KINGSHIGHWAY,,,891316,1035410,1,January2008.dta
5072,15jul2005,2005,7,15,1607,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,4,0,1200,MARKET ST,1200,MARKET,,,0,0,0,January2008.dta
5075,18jul2007,2007,7,18,1700,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,54,4451,DELMAR BLVD,4451,DELMAR,,,891030.38,1025602,0,January2008.dta
5079,27jul2007,2007,7,27,1700,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,71,4975,THEKLA AVE,4975,THEKLA,,,894164.63,1039595,0,January2008.dta
5097,06sep2007,2007,9,6,1340,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,5,59,2745,N GRAND BLVD,2745,N GRAND,LINDELL BANK,,899834.19,1027484,0,January2008.dta
5098,10sep2007,2007,9,10,1029,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,2,13,2301,S KINGSHIGHWAY BLVD,2301,S KINGSHIGHWAY,,SOUTHWEST BANK,886334.81,1011735,0,January2008.dta
5109,27sep2007,2007,9,27,1237,January,2008,Forgery and Counterfeiting,101000,FORGERY,No,No,Yes,-1,9,38,4171,LINDELL BLVD,4171,LINDELL,,@SCHNUCKS - SARAH AND LINDELL,892104.81,1022153,0,January2008.dta
5115,02oct2002,2002,10,2,1134,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,4,0,1200,MARKET ST,1200,MARKET,,@CITY HALL,0,0,0,January2008.dta
5154,16nov2007,2007,11,16,1,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,6,0,4401,NATURAL BRIDGE AVE,4401,NATURAL BRIDGE,,,895484.31,1033032,0,January2008.dta
5182,28nov2007,2007,11,28,1000,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,4,35,1114,MARKET ST,1114,MARKET,CARNAHAN COURTHOUSE,,906569.13,1017219,0,January2008.dta
5183,29nov2007,2007,11,29,1145,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,4,35,710,OLIVE ST,0,OLIVE,FIRST BANK,,908293.38,1017743,0,January2008.dta
5186,30nov2007,2007,11,30,1000,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,2,43,6487,MANCHESTER AVE,6487,MANCHESTER,,COLOMBO S,878180.69,1014948,0,January2008.dta
5207,03dec2007,2007,12,3,1000,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,5,4350,S KINGSHIGHWAY BLVD,4350,S KINGSHIGHWAY,,MISSOURI ARMY NATIONAL GUARD,884602.31,1003302,0,January2008.dta
5405,30dec2007,2007,12,30,800,January,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,9,31,3304,VISTA AVE,3304,VISTA,,,896501.81,1014912,0,January2008.dta
5431,31dec2007,2007,12,31,818,January,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,3,25,2700,S GRAND BLVD,2700,S GRAND,,,894294.31,1010118,0,January2008.dta
5592,23jan2008,2008,1,23,1147,February,2008,Forgery and Counterfeiting,104000,FORGERY-ATTEMPT,No,No,Yes,-1,3,30,3352,GRAVOIS AVE,3352,GRAVOIS,SOUTHSIDE WIRELESS,,894555.31,1005711,1,February2008.dta
5614,26jan2008,2008,1,26,1447,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,53,1206,N KINGSHIGHWAY BLVD,1206,N KINGSHIGHWAY,SOLL S GATEWAY MARKET,,888166.69,1028459,1,February2008.dta
5618,27jan2007,2007,1,27,800,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,5,66,4300,N 20TH ST,4300,N 20TH,MV MARKET,,904008.81,1032123,0,February2008.dta
5758,01feb2008,2008,2,1,1350,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,72,5728,W FLORISSANT AVE,5728,W FLORISSANT,,,892558.13,1044850,1,February2008.dta
5775,01feb2008,2008,2,1,1624,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,38,4301,LINDELL BLVD,4301,LINDELL,US BANK,,891374.5,1022502,1,February2008.dta
6438,05feb2008,2008,2,5,1420,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,58,4344,DR MARTIN LUTHER KIN,4344,DR MARTIN L KING,,ALIAS 4344 MARTIN LUTHER KING DR,893273.31,1027743,1,February2008.dta
6666,07feb2008,2008,2,7,800,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,4,61,1313,N 14TH ST,1313,N 14TH,,,906561.63,1022276,1,February2008.dta
7474,13feb2008,2008,2,13,810,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,9,38,4301,LINDELL BLVD,4301,LINDELL,U S BANK,,891374.5,1022502,1,February2008.dta
7587,13feb2008,2008,2,13,2202,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,2,7,4201,S KINGSHIGHWAY BLVD,4201,S KINGSHIGHWAY,,JACK IN THE BOX,884846.38,1004223,1,February2008.dta
7685,14feb2008,2008,2,14,1307,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,37,3110,DELMAR BLVD,3110,DELMAR,ONE STOP LIQUOR AND MORE,,899269.38,1021533,1,February2008.dta
7697,14feb2008,2008,2,14,1450,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,15,3706,GRAVOIS AVE,3706,GRAVOIS,FOREVER YOUNG BEAUTY,,892600.38,1004522,1,February2008.dta
8254,18feb2008,2008,2,18,1031,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,77,900,N GRAND BLVD,0,N GRAND,VETERANS CURRENCY EXCHANGE,,897517.38,1022560,1,February2008.dta
8271,18feb2008,2008,2,18,1330,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,5,67,4400,N FLORISSANT AVE,4400,N FLORISSANT,,,903316.31,1032189,1,February2008.dta
8424,19feb2008,2008,2,19,1430,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,3,15,3655,S GRAND BLVD,3655,S GRAND,ACE CASH EXPRESS,,893231.13,1004088,1,February2008.dta
8697,21feb2008,2008,2,21,1440,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,6,68,4331,NATURAL BRIDGE AVE,4331,NATURAL BRIDGE,ST. LOUIS SUPPER MARKET,,895761.69,1032844,1,February2008.dta
9507,27feb2008,2008,2,27,1522,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,6,73,9075,GOODFELLOW BLVD,9075,GOODFELLOW,BANK OF AMERICA,,893940.38,1052090,1,February2008.dta
9737,28feb2008,2008,2,28,2330,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,16,4422,LOUISIANA AVE,4422,LOUISIANA,,,893514.31,999290.81,1,February2008.dta
9778,29feb2008,2008,2,29,1009,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,4,35,800,MARKET ST,0,MARKET,BANK OF AMERICA,@ONE CENTERRE PZ,907607,1016897,1,February2008.dta
9789,29feb2008,2008,2,29,1143,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,1,16,4131,S GRAND BLVD,4131,S GRAND,NATIONAL CITY BANK,,893174.38,1000805,1,February2008.dta
9823,29feb2008,2008,2,29,1550,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,3,22,2604,S JEFFERSON AVE,2604,S JEFFERSON,BANK OF AMERICA,,899479.88,1009167,1,February2008.dta
9826,29feb2008,2008,2,29,1630,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,73,9075,GOODFELLOW BLVD,9075,GOODFELLOW,BANK OF AMERICA,,893940.38,1052090,1,February2008.dta
9967,20dec2007,2007,12,20,1000,February,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,2,43,6487,MANCHESTER AVE,6487,MANCHESTER,,COLOMBO S,878180.69,1014948,0,February2008.dta
9969,20dec2007,2007,12,20,1351,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,69,4401,NATURAL BRIDGE AVE,4401,NATURAL BRIDGE,COMMERCE BANK MOUND CITY,,895484.31,1033032,0,February2008.dta
9970,21dec2007,2007,12,21,908,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,69,4401,NATURAL BRIDGE AVE,4401,NATURAL BRIDGE,COMMERCE BANK MOUND CITY BRANCH,,895484.31,1033032,0,February2008.dta
9978,27dec2007,2007,12,27,1000,February,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,30,3425,VIRGINIA AVE,3425,VIRGINIA,,,895165,1005649,0,February2008.dta
9980,27dec2007,2007,12,27,1730,February,2008,Forgery and Counterfeiting,101000,FORGERY,No,No,Yes,-1,3,15,3881,GRAVOIS AVE,3881,GRAVOIS,US BANK,,891456.38,1004460,0,February2008.dta
10017,30jan2008,2008,1,30,1249,March,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,38,4301,LINDELL BLVD,4301,LINDELL,U S BANK,,891374.5,1022502,1,March2008.dta
10052,13feb2008,2008,2,13,800,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,70,4300,GOODFELLOW BLVD,4300,GOODFELLOW,,GATEWAY METRO FEDERAL CREDIT UNION,886692.31,1040667,1,March2008.dta
10755,03mar2008,2008,3,3,2230,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,16,4230,DEWEY AVE,4230,DEWEY,,,892404.5,1000632,1,March2008.dta
10784,04mar2008,2008,3,4,1142,March,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,1,16,4131,S GRAND BLVD,4131,S GRAND,NATIONAL CITY BANK,,893174.38,1000805,1,March2008.dta
11235,07mar2008,2008,3,7,1455,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,22,2604,S JEFFERSON AVE,2604,S JEFFERSON,BANK OF AMERICA,BANK,899479.88,1009167,1,March2008.dta
11386,08mar2008,2008,3,8,939,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,56,4009,DR MARTIN LUTHER KIN,4009,DR MARTIN L KING,,,896037.38,1026421,1,March2008.dta
11601,09mar2008,2008,3,9,1900,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,56,4216,NATURAL BRIDGE AVE,4216,NATURAL BRIDGE,MIDWEST PETROLEUM,,896903.5,1031855,1,March2008.dta
11676,10mar2008,2008,3,10,900,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,2,7,4200,HAMPTON AVE,4200,HAMPTON,SCHNUCKS,,879017.63,1005015,1,March2008.dta
11719,10mar2008,2008,3,10,1455,March,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,4,36,2301,MARKET ST,2301,MARKET,JEFFERSON BANK AND TRUST,,902004.81,1018779,1,March2008.dta
12014,12mar2008,2008,3,12,800,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,5,59,0,FALL AVE / COTTAGE A,0,FALL,,,899047.81,1026698,1,March2008.dta
12041,12mar2008,2008,3,12,1240,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,2,7,4650,HAMPTON AVE,4650,HAMPTON,AMERICAN EAGLE CREDIT UNION,BANK,879393.88,1003117,1,March2008.dta
12196,13mar2008,2008,3,13,1124,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,2,7,4200,HAMPTON AVE,4200,HAMPTON,SCHNUCKS MARKET,,879017.63,1005015,1,March2008.dta
12541,15mar2008,2008,3,15,600,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,1,1020,LOUGHBOROUGH AVE,1020,LOUGHBOROUGH,SCHNUCKS,@SCHNUCKS - LOUGHBOROUGH,888369.88,991903,1,March2008.dta
13630,21mar2008,2008,3,21,1334,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,9,77,900,N GRAND BLVD,0,N GRAND,CURRENCY EXCHAGE,,897517.38,1022560,1,March2008.dta
13665,21mar2008,2008,3,21,1706,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,16,3300,DELOR ST,3300,DELOR,,AT THE CURB,893328.13,996431.63,1,March2008.dta
14251,25mar2008,2008,3,25,1030,March,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,38,4625,LINDELL BLVD,4625,LINDELL,BANK OF AMERICA,,888603,1023247,1,March2008.dta
14253,25mar2008,2008,3,25,1100,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,0,0,2623,CHEROKEE ST,2623,CHEROKEE,,,898403.38,1005119,1,March2008.dta
14453,26mar2008,2008,3,26,1440,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,7,51,1215,N KINGSHIGHWAY BLVD,1215,N KINGSHIGHWAY,,,888084.38,1028777,1,March2008.dta
14495,26mar2008,2008,3,26,1915,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,7,51,1315,N KINGSHIGHWAY BLVD,1315,N KINGSHIGHWAY,CURRENCY EXCHANGE,,888174.5,1029422,1,March2008.dta
14604,27mar2008,2008,3,27,1400,March,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,3,30,3351,S JEFFERSON AVE,3351,S JEFFERSON,JEFFERSON CURRENCY,,898584.63,1005182,1,March2008.dta
14697,28mar2008,2008,3,28,5,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,55,3330,N KINGSHIGHWAY BLVD,3330,N KINGSHIGHWAY,CMC RETIREMENT VILLAGE,,890685.19,1034532,1,March2008.dta
14833,28mar2008,2008,3,28,2030,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,19,3550,TENNESSEE AVE,3550,TENNESSEE,,,894336.5,1004425,1,March2008.dta
14902,29mar2008,2008,3,29,810,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,17,4422,MICHIGAN AVE,4422,MICHIGAN,,,894752.69,998633.63,1,March2008.dta
15054,29mar2008,2008,3,29,2351,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,6,69,4887,PENROSE ST,4887,PENROSE,,,893133.38,1036759,1,March2008.dta
15163,30mar2008,2008,3,30,1600,March,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,21,1314,GRAVOIS AVE,1314,GRAVOIS,,,902707.63,1010535,1,March2008.dta
15425,10jan2008,2008,1,10,1655,April,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,0,0,42,HAMPTON VILLAGE PLZ,0,HAMPTON VILLAGE PZ,CARROLLTON BANK,,879568.81,1004479,1,April2008.dta
15444,26jan2007,2007,1,26,900,April,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,7,48,6008,CLEMENS AVE,6008,CLEMENS,,,879260.81,1028087,0,April2008.dta
15464,17feb2008,2008,2,17,1021,April,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,19,2800,CHEROKEE ST,2800,CHEROKEE,LATINO AMERICANA,,897271.88,1005153,1,April2008.dta
15490,03mar2008,2008,3,3,1130,April,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,1,5,4627,RIDGEWOOD AVE,4627,RIDGEWOOD,,APT 604,885268.69,1002255,1,April2008.dta
15501,06mar2008,2008,3,6,1200,April,2008,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,1,16,3852,VIRGINIA AVE,3852,VIRGINIA,REGAL MARKET,,894678.88,1002366,1,April2008.dta
15813,01apr2008,2008,4,1,1557,April,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,8,56,4216,NATURAL BRIDGE AVE,4216,NATURAL BRIDGE,,,896903.5,1031855,1,April2008.dta
16235,03apr2008,2008,4,3,1703,April,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,3,25,3430,S GRAND BLVD,3430,S GRAND,SCHNUCKS,,893788.81,1005469,1,April2008.dta
16412,04apr2008,2008,4,4,2017,April,2008,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,7,50,3431,UNION BLVD,3431,UNION,SCHNUCKS,SCHNUCKS,888884.81,1036000,1,April2008.dta
