id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source,street1,street2,num
35469,22jul2008,2008,7,22,2053,July,2008,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,2,82,0,@MUNY,0,FOREST PK,FOREST PARK,MCKINLEY DR /  PAGODA CIRCLE,0,0,July2008.dta,,MUNY,11
36313,27jul2008,2008,7,27,507,July,2008,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,5,66,0,INTERSTATE 70 @ ADEL,0,I 70,,,0,0,July2008.dta,INTERSTATE 70 , ADEL,12
36314,27jul2008,2008,7,27,507,July,2008,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,5,66,0,INTERSTATE 70 @ ADEL,0,I 70,,,0,0,July2008.dta,INTERSTATE 70 , ADEL,13
36315,27jul2008,2008,7,27,507,July,2008,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,5,66,0,INTERSTATE 70 @ ADEL,0,I 70,,,0,0,July2008.dta,INTERSTATE 70 , ADEL,14
38499,06aug2008,2008,8,6,1000,August,2008,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,9,77,0,OLIVE/ S GRAND,0,OLIVE,,,0,0,August2008.dta,OLIVE, S GRAND,15
40658,17aug2008,2008,8,17,2015,August,2008,Other Offense,266100,PUBLIC ORDER-DEMONSTRATING,Yes,No,No,1,1,16,0,4600 ALASKA AVE / IT,4600,ALASKA,,,0,0,August2008.dta,4600 ALASKA AVE , IT,16
42408,27aug2008,2008,8,27,142,August,2008,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,0,0,5300,EMERSON AVE / THEKLA,5300,EMERSON,,,0,0,August2008.dta,EMERSON AVE , THEKLA,17
42778,29aug2008,2008,8,29,110,August,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,2,12,0,MANCHESTER / SUBLETT,0,MANCHESTER,,,0,0,August2008.dta,MANCHESTER , SUBLETT,18
44493,05sep2008,2008,9,5,1430,September,2008,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,I 70 WESTBOUND / W F,0,I 70,,,0,0,September2008.dta,I 70 WESTBOUND , W F,19
64763,30dec2008,2008,12,30,1600,December,2008,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,64,0,@ARCH,0,NLK SULLIVAN,,,0,0,December2008.dta,,ARCH,20
68017,20jan2009,2009,1,20,2200,January,2009,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,8,0,0,CORA / DR.MARTIN LUT,0,CORA,,,0,0,January2009.dta,CORA , DR.MARTIN LUT,21
81560,17apr2009,2009,4,17,1935,April,2009,Arson,82000,ARSON-2ND DEGREE/SUCCESS,Yes,No,No,1,4,63,0,1611 N 10TH ST / MUL,,,,LARGE VACANT GARAGE,0,0,April2009.dta,1611 N 10TH ST , MUL,22
85918,13may2009,2009,5,13,1100,May,2009,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,75,0,270 / RIVERVIEW DR,,,,,0,0,May2009.dta,270 , RIVERVIEW DR,23
88313,27may2009,2009,5,27,2315,May,2009,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,6,75,10000,RIVERVIEW DR / SPRIN,,,,PARKING LOT,0,0,May2009.dta,RIVERVIEW DR , SPRIN,24
95465,06jul2009,2009,7,6,215,July,2009,Robbery,31112,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,Yes,No,No,1,6,74,0,MCLAREN @ RIVERVIEW,,,,,0,0,July2009.dta,MCLAREN , RIVERVIEW,25
96295,10jul2009,2009,7,10,1700,July,2009,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,82,0,FINE ARTS DRIVE/VALL,,,,,0,0,July2009.dta,FINE ARTS DRIVE,VALL,26
96441,11jul2009,2009,7,11,1100,July,2009,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,FOREST PARK - MUNY L,,,,@FOREST PARK - MUNY LOWER PARKING LO,0,0,July2009.dta,FOREST PARK - MUNY L,,27
98052,20jul2009,2009,7,20,1320,July,2009,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,9,31,0,WEST BOUND I44 @ JEF,,SUTHERLAND,,,0,0,July2009.dta,WEST BOUND I44 , JEF,28
98788,24jul2009,2009,7,24,1730,July,2009,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,FOREST PARK-CENTRAL,,,FOREST PARK,,0,0,July2009.dta,FOREST PARK-CENTRAL,,29
99277,27jul2009,2009,7,27,1330,July,2009,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,FINE ARTS DR / VALLE,,,,,0,0,July2009.dta,FINE ARTS DR , VALLE,30
99284,27jul2009,2009,7,27,1400,July,2009,Larceny,62701,LARCENY-PURSESNATCH UNDER $500,Yes,No,No,1,9,0,0,N. VANDEVENTER/EVANS,,TAYLOR,,NORTHEAST CORNER LOT,0,0,July2009.dta,N. VANDEVENTER,EVANS,31
101027,04aug2009,2009,8,4,1808,August,2009,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,8,54,0,NEWBERRY TER / WALTO,,NEWBERRY,,AT INSECTION,0,0,August2009.dta,NEWBERRY TER , WALTO,32
101028,04aug2009,2009,8,4,1808,August,2009,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,8,54,0,NEWBERRY TER / WALTO,,NEWBERRY,,AT INSECTION,0,0,August2009.dta,NEWBERRY TER , WALTO,33
103159,16aug2009,2009,8,16,315,August,2009,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,6,69,4600,RICHARD PL/  KENNETH,,RICHARD,,SUSPECTS RESIDENCE,0,0,August2009.dta,RICHARD PL,  KENNETH,34
104756,25aug2009,2009,8,25,1630,August,2009,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,3,81,0,MAGNOLIA / TOWER GRO,,,,TOWER GROVE PARK,0,0,August2009.dta,MAGNOLIA , TOWER GRO,35
105857,31aug2009,2009,8,31,2000,August,2009,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,0,0,0,GRAND /W. FLORISSANT,,OBEAR,,,0,0,August2009.dta,GRAND ,W. FLORISSANT,36
106407,02sep2009,2009,9,2,1500,September,2009,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,35,0,ARCH - SOUTH LEG,,,ARCH,,0,0,September2009.dta,ARCH - SOUTH LEG,,37
108588,14sep2009,2009,9,14,1330,September,2009,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,@FORESTPARK,,GOVERNMENT,,@ZOO,0,0,September2009.dta,,FORESTPARK,38
108911,16sep2009,2009,9,16,830,September,2009,Larceny,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",Yes,No,No,1,2,82,0,FINE ARTS DR / GOVER,,,,,0,0,September2009.dta,FINE ARTS DR , GOVER,39
109247,17sep2009,2009,9,17,2345,September,2009,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,1,2,0,MINNESOTA/ STEINS,,,,,0,0,September2009.dta,MINNESOTA, STEINS,40
110608,25sep2009,2009,9,25,1917,September,2009,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,7,50,0,GOODFELLOW / ST LOUI,,GOODFELLOW ST LOUIS,,GAVE KEYS TO DRIVER,0,0,September2009.dta,GOODFELLOW , ST LOUI,41
112805,07oct2009,2009,10,7,900,October,2009,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,FOREST PARK - GRAND,,,,@FOREST PARK - GRAND BASIN,0,0,October2009.dta,FOREST PARK - GRAND,,42
114584,17oct2009,2009,10,17,2130,October,2009,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,67,0,GRAND @ KOSSUTH,,DE SOTO,,,0,0,October2009.dta,GRAND , KOSSUTH,43
117873,04nov2009,2009,11,4,1300,November,2009,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,6,75,0,I 270 / RIVERVIEW DR,,,,,0,0,November2009.dta,I 270 , RIVERVIEW DR,44
118438,07nov2009,2009,11,7,1834,November,2009,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,4,34,0,S 9TH ST/JULIA,,,,,0,0,November2009.dta,S 9TH ST,JULIA,45
123217,04dec2009,2009,12,4,2358,December,2009,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,4,35,0,SPRUCE / S TUCKER,,,,,0,0,December2009.dta,SPRUCE , S TUCKER,46
126169,24dec2009,2009,12,24,2300,December,2009,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,6,73,0,GOODFELLOW BLVD / SW,,,,,0,0,December2009.dta,GOODFELLOW BLVD , SW,47
128530,15jan2010,2010,1,15,100,January,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,0,0,0,6222 DELMAR BLVD / E,,,,,0,0,January2010.dta,6222 DELMAR BLVD , E,48
129818,24jan2010,2010,1,24,10,January,2010,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,0,0,0,BROADWAY/GEYER,,,,,0,0,January2010.dta,BROADWAY,GEYER,49
130218,27jan2010,2010,1,27,1440,January,2010,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,5,0,0,KOSSUTH AVE / N. GRA,,,,SCHOOL BUS # 70,0,0,January2010.dta,KOSSUTH AVE , N. GRA,50
130219,27jan2010,2010,1,27,1440,January,2010,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,5,0,0,KOSSUTH AVE / N. GRA,,,,SCHOOL BUS # 70,0,0,January2010.dta,KOSSUTH AVE , N. GRA,51
135465,07mar2010,2010,3,7,1600,March,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,2,40,0,SCIENCE CENTER - FOR,,,,@SCIENCE CENTER - FOREST PARK,0,0,March2010.dta,SCIENCE CENTER - FOR,,52
138505,28mar2010,2010,3,28,315,March,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,1,1,0,HWY. 55 S. / BATES,,WILMINGTON,,ON HIGHWAY,0,0,March2010.dta,HWY. 55 S. , BATES,53
139948,05apr2010,2010,4,5,650,April,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,7,47,0,METROLINK - FOREST P,,,,@METROLINK - FOREST PARK,0,0,April2010.dta,METROLINK - FOREST P,,54
140793,10apr2010,2010,4,10,300,April,2010,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,9,38,0,4141 N SARAH ST / WA,,,,,0,0,April2010.dta,4141 N SARAH ST , WA,55
147711,22may2010,2010,5,22,1841,May,2010,Motor Vehicle Theft,71040,AUTO THEFT-PERM RETNT/ATTEMPT,Yes,No,No,1,2,82,0,98 FOREST PARK / WEL,,FINE ARTS,,SOUTH ZOO PARKING LOT,0,0,May2010.dta,98 FOREST PARK , WEL,56
149030,03may2010,2010,5,3,900,June,2010,Forgery and Counterfeiting,101000,FORGERY,Yes,No,No,1,9,77,0,N GRAND@DR. MARTIN L,,,NATIONS BANK,,0,0,June2010.dta,N GRAND,DR. MARTIN L,57
151220,14jun2010,2010,6,14,1355,June,2010,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,9,31,1401,OHIO AVE / PARK AVE,,,,,0,0,June2010.dta,OHIO AVE , PARK AVE,58
154114,01jul2010,2010,7,1,1303,July,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,7,47,0,@ THEATRE DRIVE,,,,@ THEATRE DRIVE,0,0,July2010.dta,, THEATRE DRIVE,59
154364,02jul2010,2010,7,2,2101,July,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,9,37,0,HWY40/FOREST PARK PK,,,W/B HIGHWAY 40 AT FOREST PARK,,0,0,July2010.dta,HWY40,FOREST PARK PK,60
156847,17jul2010,2010,7,17,1534,July,2010,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,1,2,0,500 ROBERT AVE / VIR,,,,,0,0,July2010.dta,500 ROBERT AVE , VIR,61
160825,08aug2010,2010,8,8,2000,August,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,66,0,HIGHWAY 70/AIDELAIDE,,ALGERNON,,,0,0,August2010.dta,HIGHWAY 70,AIDELAIDE,62
162980,22aug2010,2010,8,22,1430,August,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,2,82,0,GOVERNMENT DR / WELL,,GOVERNMENT,,,0,0,August2010.dta,GOVERNMENT DR , WELL,63
163371,24aug2010,2010,8,24,2347,August,2010,Robbery,31311,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,Yes,No,No,1,1,80,3600,PARK - CARONDELET,,,CARONDELET PARK,@PARK - CARONDELET,0,0,August2010.dta,PARK - CARONDELET,,64
166344,10sep2010,2010,9,10,1200,September,2010,Larceny,62701,LARCENY-PURSESNATCH UNDER $500,Yes,No,No,1,1,80,0,GRAND AVE / HOLLY HI,,,CARONDELET PARK,,0,0,September2010.dta,GRAND AVE , HOLLY HI,65
166368,10sep2010,2010,9,10,1515,September,2010,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,0,1414 S 14TH ST / SPR,,,CIVIC CENTER TRANSFER STATION,WAITING AREA FOR METROLINK TRAINS AN,0,0,September2010.dta,1414 S 14TH ST , SPR,66
167338,16sep2010,2010,9,16,1400,September,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,0,GOVERNMENT DR/WELLS,,GOVERNMENT,,,0,0,September2010.dta,GOVERNMENT DR,WELLS,67
168585,24sep2010,2010,9,24,56,September,2010,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,3,21,0,S 9TH ST / RUSSELL,,AND RUSSELL,,,0,0,September2010.dta,S 9TH ST , RUSSELL,68
170295,02oct2010,2010,10,2,1644,October,2010,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,1,16,0,MERAMEC / S. GRAND,,JUDITH,,,0,0,October2010.dta,MERAMEC , S. GRAND,69
171675,11oct2010,2010,10,11,1750,October,2010,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,4,36,1414,S 14TH ST / SPRUCE S,,,CIVIC CENTER STATION,AREA PICK-UP FOR BUS AND TRAIN PASSE,0,0,October2010.dta,S 14TH ST , SPRUCE S,70
174265,27oct2010,2010,10,27,1905,October,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,7,50,1968,GOODFELLOW BLVD / LO,,,,PARKING LOT,0,0,October2010.dta,GOODFELLOW BLVD , LO,71
177780,18nov2010,2010,11,18,1550,November,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,70,0,GOODFELLOW / HWY 70,,,,WESTBOUND SHOULDER,0,0,November2010.dta,GOODFELLOW , HWY 70,72
179057,28nov2010,2010,11,28,145,November,2010,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,4,0,I55@WEBER RD,,WADDELL,,HIGHWAY,0,0,November2010.dta,I55,WEBER RD,73
181792,16dec2010,2010,12,16,2230,December,2010,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,5,60,0,METROLINK- UNION STA,,,@METROLINK- UNION STATION,,0,0,December2010.dta,METROLINK- UNION STA,,74
184688,08jan2011,2011,1,8,1315,January,2011,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,2,9,0,INTERSTATE 44/ARSENA,,1-44/ARESENAL,,,0,0,January2011.dta,INTERSTATE 44,ARSENA,75
194750,24mar2011,2011,3,24,1927,March,2011,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,4,36,201,S 14TH ST / CLARK AV,,,SCOTTRADE CENTER,SCOTTRADE CENTER,0,0,March2011.dta,S 14TH ST , CLARK AV,76
197084,15apr2011,2011,4,15,1320,April,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,3,21,0,ARSENAL / I-55,,,,,0,0,April2011.dta,ARSENAL , I-55,77
199240,28apr2011,2011,4,28,829,April,2011,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,1,2,0,E. COURTOIS / WATER,,,,,0,0,April2011.dta,E. COURTOIS , WATER,78
203295,23may2011,2011,5,23,1900,May,2011,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",Yes,No,No,1,7,50,0,NATURAL BRIDGE AVE/G,,,,,0,0,May2011.dta,NATURAL BRIDGE AVE,G,79
203445,24may2011,2011,5,24,1700,May,2011,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,6,75,0,I-270 / RIVERVIEW BL,,COLUMBIA BOTTOM,,,0,0,May2011.dta,I-270 , RIVERVIEW BL,80
204251,29may2011,2011,5,29,2234,May,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,82,0,FINE ARTS DR / LAGOO,,,,EST FINE ARTS DR CITY,0,0,May2011.dta,FINE ARTS DR , LAGOO,81
204902,04may2011,2011,5,4,515,May,2011,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,82,5961,I 64 WESTBOUND / HAM,,,,,0,0,May2011.dta,I 64 WESTBOUND , HAM,82
206089,01jun2011,2011,6,1,1630,June,2011,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,9,37,0,I 64 WESTBOUND @ VAN,,WEST @ VANDEVENTER,,@ VANDEVENTER,0,0,June2011.dta,I 64 WESTBOUND , VAN,83
208760,24jun2011,2011,6,24,1545,June,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,7,0,52-5300 WINONA AVE /,,WINONA,,COMMON ALLEY,0,0,June2011.dta,52-5300 WINONA AVE ,,84
211954,05jul2011,2011,7,5,1126,July,2011,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,1,1,7100,PENNSYLVANIA@ QUINCY,,PENNSYLVANIA@ QUINCY,,,0,0,July2011.dta,PENNSYLVANIA, QUINCY,85
212293,07jul2011,2011,7,7,800,July,2011,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,6,71,0,70 W/ UNION,,,,,0,0,July2011.dta,70 W, UNION,86
213453,14jul2011,2011,7,14,800,July,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,82,99,FOREST PARK - FAULKN,,,FAULKNER DR NEAR JEFFERSON LAKE,@FOREST PARK - JEFFERSON LAKE ON FAU,0,0,July2011.dta,FOREST PARK - FAULKN,,87
218784,15aug2011,2011,8,15,2003,August,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,1,1,0,I-55 AND CARONDELET,,IDAHO,,,0,0,August2011.dta,I-55 AND CARONDELET,,88
219483,20aug2011,2011,8,20,1257,August,2011,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,9,38,0,EUCLID / LINDELL,,,,,0,0,August2011.dta,EUCLID , LINDELL,89
220571,27aug2011,2011,8,27,2350,August,2011,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,1,1,0,6703 S BROADWAY / HA,,,,,0,0,August2011.dta,6703 S BROADWAY , HA,90
222555,09sep2011,2011,9,9,1137,September,2011,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,1,2,400,STEINS ST / VIRGINIA,,,,,0,0,September2011.dta,STEINS ST , VIRGINIA,91
224065,20sep2011,2011,9,20,1420,September,2011,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,8,55,0,MARCUS / ST. LOUIS A,,MARCUS AT ST.LOUIS,,,0,0,September2011.dta,MARCUS , ST. LOUIS A,92
225941,01oct2011,2011,10,1,1200,October,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,3,21,0,ARSENAL ST / I-55,,ARSENAL,,CITY STREET,0,0,October2011.dta,ARSENAL ST , I-55,93
231918,11nov2011,2011,11,11,2025,November,2011,Burglary,51222,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,Yes,No,No,1,5,63,0,N 111H ST / HADLEY,,,,,0,0,November2011.dta,N 111H ST , HADLEY,94
238247,01jan2012,2012,1,1,657,January,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,8,55,0,COTE BRILLIANT / N.,,ARSENAL,,,0,0,January2012.dta,COTE BRILLIANT , N.,95
238711,05jan2012,2012,1,5,1725,January,2012,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,65,0,SALISBURY/20STREET,,BROADWAY,,,0,0,January2012.dta,SALISBURY,20STREET,96
239049,08jan2012,2012,1,8,1415,January,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,0,TAMM / WELLS DR,,,,@ KENNEDY FOREST,0,0,January2012.dta,TAMM , WELLS DR,97
241421,18aug2011,2011,8,18,1359,January,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,36,0,WASHINGTON @ JEFFERS,,WASHINGTON @ JEFFERS,,,0,0,January2012.dta,WASHINGTON , JEFFERS,98
241808,01jan2012,2012,1,1,1530,February,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,9,38,0,METROLINK - CENTRAL,,,CENTRAL WEST END METROLINK STATION,,0,0,February2012.dta,METROLINK - CENTRAL,,99
250816,08apr2012,2012,4,8,1212,April,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,76,0,W. FLORISSANT/GOODFE,,,,,0,0,April2012.dta,W. FLORISSANT,GOODFE,100
251504,13apr2012,2012,4,13,800,April,2012,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,0,UNION STATION - PLAT,,,METRO,@UNION STATION - PLATFORM,0,0,April2012.dta,UNION STATION - PLAT,,101
251771,14apr2012,2012,4,14,1700,April,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,FINE ARTS DR/ VALLEY,,,,INSIDE FOREST PARK,0,0,April2012.dta,FINE ARTS DR, VALLEY,102
255166,05may2012,2012,5,5,2,May,2012,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,4,62,0,7TH / CASS,,,,TUCKER/CASS,0,0,May2012.dta,7TH , CASS,103
