id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source,street1,street2,num
373698,06sep2014,2014,9,6,2108,September,2014,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,62,0,CASS / TUCKER AVE,,,,INTERSECTION OF TUCKER AND CASS,0,0,September2014.dta,CASS , TUCKER AVE,238
373923,08sep2014,2014,9,8,1339,September,2014,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,1,1,0,HWY I-55 / LOUGHBOROUGH,,,,EXIT RAMP,0,0,September2014.dta,HWY I-55 , LOUGHBOROUGH,239
374096,10sep2014,2014,9,10,100,September,2014,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,53,0,N KINGSHIGHWAY BLVD / PAGE BLV,,,,,0,0,September2014.dta,N KINGSHIGHWAY BLVD , PAGE BLV,240
374162,10sep2014,2014,9,10,1445,September,2014,Other Offense,263120,OBSTRUCT GOVRN OP-FALSE REPORT,Yes,No,No,1,1,1,0,RIVER CITY BLVD / TENNESSEE AV,,,,,0,0,September2014.dta,RIVER CITY BLVD , TENNESSEE AV,241
374286,11sep2014,2014,9,11,1335,September,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N BROADWAY / CONVENTION PZ,,,,,0,0,September2014.dta,N BROADWAY , CONVENTION PZ,242
375478,20sep2014,2014,9,20,200,September,2014,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,0,ALHAMBRA CT / SIDNEY ST,,,,,0,0,September2014.dta,ALHAMBRA CT , SIDNEY ST,243
375609,20sep2014,2014,9,20,2223,September,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,0,N 18TH ST / MARKET ST,,,,PARK,0,0,September2014.dta,N 18TH ST , MARKET ST,244
376509,27sep2014,2014,9,27,730,September,2014,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,0,GOVERMENT DR / WELLS DR,,,FOREST PARK,ON WELLS DR BETWEEN SKINKER BLVD AND,0,0,September2014.dta,GOVERMENT DR , WELLS DR,245
377902,06oct2014,2014,10,6,134,October,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,20,0,S BROADWAY / LAFAYETTE AVE,,,,,0,0,October2014.dta,S BROADWAY , LAFAYETTE AVE,246
378124,07oct2014,2014,10,7,1900,October,2014,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,59,0,N GRAND BLVD / N MARKET ST,,,,,0,0,October2014.dta,N GRAND BLVD , N MARKET ST,247
381165,31oct2014,2014,10,31,2234,October,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,21,0,1 55 NORTHBOUND / I 44 WESTBOU,,,,,0,0,October2014.dta,1 55 NORTHBOUND , I 44 WESTBOU,248
387982,21dec2014,2014,12,21,107,December,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,0,0,170 EASTBOUND / CARRIE,,,,,0,0,December2014.dta,170 EASTBOUND , CARRIE,249
388806,28dec2014,2014,12,28,1638,December,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,0,I 64 WESTBOUND / POPLAR STREET,,,,,0,0,December2014.dta,I 64 WESTBOUND , POPLAR STREET,250
389044,30dec2014,2014,12,30,1541,December,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,63,0,INTERSTATE 70 EAST / MADISTON,,,,,0,0,December2014.dta,INTERSTATE 70 EAST , MADISTON,251
389262,01jan2015,2015,1,1,1530,January,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,38,0,DELMAR BLVD / N TAYLOR AVE,,,,,0,0,January2015.dta,DELMAR BLVD , N TAYLOR AVE,252
390372,12jan2015,2015,1,12,30,January,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,67,0,W FLORISSANT AVE / E GRAND BLV,,,,,0,0,January2015.dta,W FLORISSANT AVE , E GRAND BLV,253
391653,21jan2015,2015,1,21,2140,January,2015,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,4,36,0,N 18TH ST / WASHINGTON AVE,,,,,0,0,January2015.dta,N 18TH ST , WASHINGTON AVE,254
391817,23jan2015,2015,1,23,1315,January,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,64,0,CONVENTION PZ / I 44 WESTBOUND,,,,,0,0,January2015.dta,CONVENTION PZ , I 44 WESTBOUND,255
394900,14feb2015,2015,2,14,2100,February,2015,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,37,0,EWING / N GARRISON AVE,,CLARK,,,0,0,February2015.dta,EWING , N GARRISON AVE,256
395021,16feb2015,2015,2,16,1040,February,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,0,RIVERVIEW DR / WB 270,,,,,0,0,February2015.dta,RIVERVIEW DR , WB 270,257
395452,21feb2015,2015,2,21,710,February,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,1,0,BATES / I-55 SOUTHBOUND,,,,ALIAS SB 55/BATES,0,0,February2015.dta,BATES , I-55 SOUTHBOUND,258
395747,24feb2015,2015,2,24,1800,February,2015,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,1,1,0,LOUISIANA AVE / WALSH ST,,WALSH,,,0,0,February2015.dta,LOUISIANA AVE , WALSH ST,259
396095,06may2012,2012,5,6,1,February,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,0,DELOR ST / LOUISIANA AVE,,,,,0,0,February2015.dta,DELOR ST , LOUISIANA AVE,260
397470,09mar2015,2015,3,9,1330,March,2015,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,4,37,0,N GRAND / I-64,,,,,0,0,March2015.dta,N GRAND , I-64,261
397636,10mar2015,2015,3,10,1905,March,2015,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,6,72,0,LILLIAN AVE / ORIOLE AVE,,UNION,,DWIGHT DAVIS PARK,0,0,March2015.dta,LILLIAN AVE , ORIOLE AVE,262
398259,15mar2015,2015,3,15,1415,March,2015,Other Offense,266400,PUBLIC ORDER-ANIMAL VIOLATION,Yes,No,No,1,2,82,0,CRICKET DR / GOVERNMENT DR,,,,PAGODA CIRCLE,0,0,March2015.dta,CRICKET DR , GOVERNMENT DR,263
398288,15mar2015,2015,3,15,1809,March,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,0,270 / RIVERVIEW DR,,,,,0,0,March2015.dta,270 , RIVERVIEW DR,264
399558,24mar2015,2015,3,24,1020,March,2015,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,0,S JEFFERSON AVE / MARKET ST,,,,,0,0,March2015.dta,S JEFFERSON AVE , MARKET ST,265
401578,07apr2015,2015,4,7,400,April,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,0,S 37TH ST / OSCEOLA ST,,,,,0,0,April2015.dta,S 37TH ST , OSCEOLA ST,266
402106,10apr2015,2015,4,10,1253,April,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 3RD ST / CARR ST,,,,,0,0,April2015.dta,N 3RD ST , CARR ST,267
402467,12apr2015,2015,4,12,930,April,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,53,0,N KINGSHIGHWAY BLVD / PAGE BLV,,,,,0,0,April2015.dta,N KINGSHIGHWAY BLVD , PAGE BLV,268
402814,14apr2015,2015,4,14,1716,April,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 8TH ST / OLIVE ST,,,,,0,0,April2015.dta,N 8TH ST , OLIVE ST,269
403558,18apr2015,2015,4,18,1944,April,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 8TH ST / CHESTNUT ST,,,,,0,0,April2015.dta,N 8TH ST , CHESTNUT ST,270
403597,19apr2015,2015,4,19,38,April,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,25,0,HARTFORD ST / SOUTH GRAND,,BLAINE,,,0,0,April2015.dta,HARTFORD ST , SOUTH GRAND,271
404457,19apr2015,2015,4,19,200,April,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,0,S GRAND BLVD / HARTFORD ST,,,,EXACT LOCATION UNKNOWN ALLEY NEAR LI,0,0,April2015.dta,S GRAND BLVD , HARTFORD ST,272
405504,20apr2015,2015,4,20,1130,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,64,0,70 WB / MADISON AVE,,BROADWAY,,,0,0,May2015.dta,70 WB , MADISON AVE,273
405588,28apr2015,2015,4,28,1525,May,2015,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,3,18,0,GASCONADE ST / S. BROADWAY,,,,,0,0,May2015.dta,GASCONADE ST , S. BROADWAY,274
406304,05may2015,2015,5,5,1602,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,15,0,ARSENAL / S. KINGSHIGHWAY,,DUKE,,,0,0,May2015.dta,ARSENAL , S. KINGSHIGHWAY,275
406360,06may2015,2015,5,6,1,May,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,60,0,PARNELL ST / SAINT LOUIS AVE,,,,ALIAS PARNELL/ST LOUIS,0,0,May2015.dta,PARNELL ST , SAINT LOUIS AVE,276
406755,08may2015,2015,5,8,1500,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,76,0,MIMIKA / WEST FLORISSANT,,HARNEY,,,0,0,May2015.dta,MIMIKA , WEST FLORISSANT,277
408355,21may2015,2015,5,21,1210,May,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N BROADWAY / CONVENTION PZ,,,,,0,0,May2015.dta,N BROADWAY , CONVENTION PZ,278
409000,26may2015,2015,5,26,752,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,5,38,0,BARNES PLZ / TAYLOR,,,,HARRIS STOWE,0,0,May2015.dta,BARNES PLZ , TAYLOR,279
409401,29may2015,2015,5,29,640,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,39,0,I 64 WESTBOUND / S. KINGSHIGHW,,,,,0,0,May2015.dta,I 64 WESTBOUND , S. KINGSHIGHW,280
409634,31may2015,2015,5,31,315,May,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,70,0,I-70 @ RIVERVIEW BLVD,,I-70 @ RIVERVIEW,,,0,0,May2015.dta,I-70 , RIVERVIEW BLVD,281
411089,08jun2015,2015,6,8,1130,June,2015,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,5,51,0,UNION BLVD / WELL AVE,,BROADWAY,FAMILY HEALTH CENTER,@ MET CALLER AT 3800 S. BROADWAY DRU,0,0,June2015.dta,UNION BLVD , WELL AVE,282
411859,13jun2015,2015,6,13,2300,June,2015,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,3,30,0,CHEROKEE ST / GRAVOIS AVE,,OLD BONHOMME,,EXACT LOCATION NOT KNOWN,0,0,June2015.dta,CHEROKEE ST , GRAVOIS AVE,283
413628,27jun2015,2015,6,27,526,June,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,20,0,44 WESTBOUND / S.7TH ST,,,,,0,0,June2015.dta,44 WESTBOUND , S.7TH ST,284
414491,01jul2015,2015,7,1,1203,July,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,,@ OILVE,,BROADWAY,,,0,0,July2015.dta,, OILVE,285
414890,04jul2015,2015,7,4,100,July,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,17,0,4500 S BROADWAY / I 55 SOUTHBO,,,,,0,0,July2015.dta,4500 S BROADWAY , I 55 SOUTHBO,286
415705,09jul2015,2015,7,9,2300,July,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,72,0,LALITE AVE / RIVERVIEW BLVD,,,,,0,0,July2015.dta,LALITE AVE , RIVERVIEW BLVD,287
416916,18jul2015,2015,7,18,300,July,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,84,0,70 WESTBOUND / KINGSHIGHWAY,,,,,0,0,July2015.dta,70 WESTBOUND , KINGSHIGHWAY,288
417551,22jul2015,2015,7,22,120,July,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,0,ARKANSAS AVE / CHIPPEWA ST,,,,,0,0,July2015.dta,ARKANSAS AVE , CHIPPEWA ST,289
418105,25jul2015,2015,7,25,1900,July,2015,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,2,82,0,200 FOREST PARK AVE / S GRAND,,,,,0,0,July2015.dta,200 FOREST PARK AVE , S GRAND,290
420629,10aug2015,2015,8,10,5,August,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,21,0,ALLEN ST / GRAVOIS AVE,,,,,0,0,August2015.dta,ALLEN ST , GRAVOIS AVE,291
423212,29aug2015,2015,8,29,1605,August,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,1,1,0,S BROADWAY / ELWOOD ST,,,SISTER MARIE CHARLES PARK,,0,0,August2015.dta,S BROADWAY , ELWOOD ST,292
424524,05sep2015,2015,9,5,130,September,2015,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,37,0,N COMPTON AVE / OLIVE ST,,,,,0,0,September2015.dta,N COMPTON AVE , OLIVE ST,293
424695,06sep2015,2015,9,6,215,September,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,0,N 14TH ST / WASHINGTON AVE,,,,,0,0,September2015.dta,N 14TH ST , WASHINGTON AVE,294
425314,10sep2015,2015,9,10,900,September,2015,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,4,35,0,901 S 9TH ST / CLARK AVE,,,STADIUM WEST,STADIUM WEST,0,0,September2015.dta,901 S 9TH ST , CLARK AVE,295
426107,16sep2015,2015,9,16,1344,September,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,9,0,I-44 EASTBOUND AT JAMIESON,,WALDEMAR,,,0,0,September2015.dta,I-44 EASTBOUND AT JAMIESON,,296
426970,22sep2015,2015,9,22,2230,September,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,62,0,N BROADWAY @ CARR,,,,N BROADWAY / CARR,0,0,September2015.dta,N BROADWAY , CARR,297
427366,26sep2015,2015,9,26,300,September,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,38,0,LINDELL BLVD / N NEWSTEAD AVE,,,,EXACT LOCATION OF INCIDENT UNKNOWN,0,0,September2015.dta,LINDELL BLVD , N NEWSTEAD AVE,298
428155,13sep2015,2015,9,13,1,October,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,17,0,MOUNT PLEASANT ST / PENNSYLVAN,,,,,0,0,October2015.dta,MOUNT PLEASANT ST , PENNSYLVAN,299
430169,14oct2015,2015,10,14,2010,October,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,65,0,INTERSTATE 70 @ SALISBURY,,NATURAL BRIDGE,,,0,0,October2015.dta,INTERSTATE 70 , SALISBURY,300
430587,18oct2015,2015,10,18,30,October,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,0,DR MARTIN LUTHER KING DR / N L,,,,UNDERNEATH MLK BRIDGE,0,0,October2015.dta,DR MARTIN LUTHER KING DR , N L,301
430782,19oct2015,2015,10,19,1840,October,2015,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,3,16,0,LOUISIANA AVE / MONTANA ST,,,,,0,0,October2015.dta,LOUISIANA AVE , MONTANA ST,302
430783,19oct2015,2015,10,19,1840,October,2015,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,3,16,0,LOUISIANA AVE / MONTANA ST,,,,,0,0,October2015.dta,LOUISIANA AVE , MONTANA ST,303
431000,21oct2015,2015,10,21,1453,October,2015,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,1,2,0,ALABAMA / RIVER CITY BLVD,,,,,0,0,October2015.dta,ALABAMA , RIVER CITY BLVD,304
431023,21oct2015,2015,10,21,1730,October,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,59,0,N COMPTON AVE / FRANKLIN AVE,,,,,0,0,October2015.dta,N COMPTON AVE , FRANKLIN AVE,305
431222,23oct2015,2015,10,23,1001,October,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,79,0,I 70 EASTBOUND / O FALLON,,,,,0,0,October2015.dta,I 70 EASTBOUND , O FALLON,306
431298,23oct2015,2015,10,23,2100,October,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,56,0,E ASHLAND AVE / ROLLA PL,,OLIVE,,,0,0,October2015.dta,E ASHLAND AVE , ROLLA PL,307
431637,26oct2015,2015,10,26,1357,October,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 8TH ST / PINE ST,,,8TH & PINE METROLINK STATION,8TH & PINE METROLINK STATION,0,0,October2015.dta,N 8TH ST , PINE ST,308
432543,29oct2015,2015,10,29,1900,November,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,58,0,PAGE BLVD / N SARAH ST,,,,,0,0,November2015.dta,PAGE BLVD , N SARAH ST,309
433354,06nov2015,2015,11,6,1300,November,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,1,16,3800,DUNNICA - REAR,,DUNNICA - REAR,,,0,0,November2015.dta,DUNNICA - REAR,,310
433375,06nov2015,2015,11,6,1700,November,2015,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,70,0,GOODFELLOW BLVD / I 70 EASTBOU,,,,ALIAS GOODFELLOW BLVD/EB 70 CITY,0,0,November2015.dta,GOODFELLOW BLVD , I 70 EASTBOU,311
433421,07nov2015,2015,11,7,41,November,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,1,0,HWY. 55 SOUTH / LOUGHBOROUGH,,ALLEMANIA,,,0,0,November2015.dta,HWY. 55 SOUTH , LOUGHBOROUGH,312
434492,16nov2015,2015,11,16,1205,November,2015,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,80,0,GRAND DR / HOLLY HILLS,,,,@CARONDELET PARK,0,0,November2015.dta,GRAND DR , HOLLY HILLS,313
434659,17nov2015,2015,11,17,1820,November,2015,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,4,37,0,MARKET / S. COMPTON,,,,,0,0,November2015.dta,MARKET , S. COMPTON,314
434660,17nov2015,2015,11,17,1820,November,2015,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,37,0,MARKET / S. COMPTON,,,,,0,0,November2015.dta,MARKET , S. COMPTON,315
434661,17nov2015,2015,11,17,1820,November,2015,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,37,0,MARKET / S. COMPTON,,,,,0,0,November2015.dta,MARKET , S. COMPTON,316
434700,18nov2015,2015,11,18,136,November,2015,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,1,2,0,S BROADWAY / CATALAN ST,,,,,0,0,November2015.dta,S BROADWAY , CATALAN ST,317
435194,22nov2015,2015,11,22,1430,November,2015,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,35,0,METROLINK-BUSCH STADIUM,,,METROLINK AT BUSCH STADIUM,,0,0,November2015.dta,METROLINK-BUSCH STADIUM,,318
435506,25nov2015,2015,11,25,900,November,2015,Weapons,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,Yes,No,No,1,5,50,4904,HODIAMONT STREETCAR R-O-W,,SUBURBAN TRACKS,,,0,0,November2015.dta,HODIAMONT STREETCAR R-O-W,,319
435588,25nov2015,2015,11,25,2100,November,2015,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,36,0,N 16TH ST / LOCUST ST,,,,,0,0,November2015.dta,N 16TH ST , LOCUST ST,320
435702,27nov2015,2015,11,27,503,November,2015,Aggravated Assault,41012,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,Yes,No,No,1,1,17,0,4500 S BROADWAY / I 55 NB,,,,@204 55NB,0,0,November2015.dta,4500 S BROADWAY , I 55 NB,321
