xcoord,ycoord,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
584345.996995069,1018575.57671157,443014,30jan2016,2016,1,30,1324,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,201,N 17TH,,N 17TH,,,January2016.dta
577793.005833924,1006484.00636983,443541,07jan2016,2016,1,7,700,February,2016,Burglary,51330,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,No,No,No,1,3,30,2727,WYOMING,,WYOMING,,,February2016.dta
568567.069959711,995749.887743682,443577,18jan2016,2016,1,18,1320,February,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,1,3,3757,WILMINGTON,,WILMINGTON,,,February2016.dta
571050.572081324,1007062.26233966,443586,20jan2016,2016,1,20,1105,February,2016,Burglary,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,Yes,No,No,1,2,15,3933,HUMPHREY,,HUMPHREY,,: #1104384,February2016.dta
573695.066449117,1004455.31889003,443643,27jan2016,2016,1,27,138,February,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,No,1,3,19,3503,MIAMI,,MIAMI,,: APT 1W,February2016.dta
583955.461768642,1030084.49856941,443648,27jan2016,2016,1,27,1308,February,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,3928,N FLORISSANT,,N FLORISSANT,TWIN TWELVE APARTMENTS,NUISANCE ABATEMENT PROPERTY,February2016.dta
572718.619198013,999486.385347188,443728,01feb2016,2016,2,1,200,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,4400,S GRAND BLVD,,GRAND,,,February2016.dta
562921.731832989,1035753.94802801,443760,01feb2016,2016,2,1,1200,February,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,5,50,5900,KENNERLY AVE,,OLIVE,,,February2016.dta
568484.78811533,1020438.84449191,443956,02feb2016,2016,2,2,2050,February,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,38,4500,CHILDRENS PL,,,,@METROLINK - CENTRAL WEST END,February2016.dta
585462.161787774,1018980.08107172,444063,03feb2016,2016,2,3,1801,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,400,S 15TH ST,,15TH,GREYHOUND,,February2016.dta
568953.911456313,1017521.81335159,444185,04feb2016,2016,2,4,2045,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4400,ARCO AVE,,ARCO,,APT 1ST FL,February2016.dta
572619.082842123,1011926.07907934,444320,06feb2016,2016,2,6,1000,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,27,3900,FLORA PL,,FLORA,,,February2016.dta
583954.609033499,1010167.51865827,444360,06feb2016,2016,2,6,1510,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,21,1000,ALLEN AVE,,ALLEN,,REAR PARKING PAD,February2016.dta
571981.866951946,1001046.81095596,444476,07feb2016,2016,2,7,130,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,MERAMEC ST,,,TIME OUT BAR & GRILL,,February2016.dta
583889.556588057,1031473.54079196,444953,12feb2016,2016,2,12,934,February,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,4219,N. 20TH,,N FLORISSANT,,,February2016.dta
586375.346136205,1018412.71194198,445089,13feb2016,2016,2,13,1530,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,,CHRIST CATHOLIC CHURCH,February2016.dta
552297.201137293,1002962.6895467,445159,14feb2016,2016,2,14,700,February,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,2,9,7000,NOTTINGHAM AVE,,OLIVE,,,February2016.dta
587426.653924678,1018370.76305051,445210,14feb2016,2016,2,14,2048,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,400,N 10TH ST,,,,,February2016.dta
566996.153852534,993794.358606517,445317,15feb2016,2016,2,15,2020,February,2016,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,1,80,930,HOLLY HILLS DR,,,,,February2016.dta
583718.513859153,1018251.60395966,445425,16feb2016,2016,2,16,2330,February,2016,Aggravated Assault,44015,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,Yes,No,No,1,4,36,1821,MARKET,,,,,February2016.dta
586535.069652256,1018895.962735,445528,17feb2016,2016,2,17,1957,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,WASHINGTON AVE,,,ROSALITA S CANTINA,,February2016.dta
587272.175657842,1018241.47704741,445554,17feb2016,2016,2,17,2240,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1000,LOCUST ST,,LOCUST,,,February2016.dta
579351.005351149,1045861.53670362,445651,18feb2016,2016,2,18,2000,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,79,7600,HALL ST,,HALL,,@WORKHOUSE NSR MEDICAL UNIT CELL 16,February2016.dta
583635.865153041,1018873.12559252,445679,19feb2016,2016,2,19,100,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,1900,OLIVE ST,,OLIVE,,@HEADQUARTERS,February2016.dta
586375.346136205,1018412.71194198,446037,22feb2016,2016,2,22,945,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,,,February2016.dta
582421.090985417,1019193.58149438,446442,26feb2016,2016,2,26,1100,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,2200,OLIVE ST,,OLIVE,,,February2016.dta
587725.153807305,1018536.49283549,446495,26feb2016,2016,2,26,2050,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,900,WASHINGTON AVE,,,,,February2016.dta
573899.858273167,1035611.71486314,446912,15jan2016,2016,1,15,1845,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4700,LEE AVE,,LEE,,,March2016.dta
573850.056793783,1031219.12873569,446929,28jan2016,2016,1,28,1116,March,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",No,No,No,1,6,56,4446,LABADIE,,LABADIE,,FRONT,March2016.dta
561283.297882214,1025272.19096311,446949,09feb2016,2016,2,9,1345,March,2016,Aggravated Assault,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,No,No,No,1,5,47,323,DE BALIVIERE,,DELMAR,,,March2016.dta
583843.263223935,1013879.55444594,446965,13feb2016,2016,2,13,200,March,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,33,1123,S. 14TH,,S. 14TH,,,March2016.dta
564063.117277544,1032695.46548769,447000,18feb2016,2016,2,18,2126,March,2016,Aggravated Assault,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,No,No,No,1,5,78,5588,MARTIN LUTHER KING,,DR MARTIN LUTHER KING,CROWN FOOD MART,,March2016.dta
575969.953086652,1002756.46521495,447029,24feb2016,2016,2,24,200,March,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,No,1,3,19,2917,CHIPPEWA,,CHIPPEWA,,,March2016.dta
570861.213562347,1035557.48920602,447165,01mar2016,2016,3,1,1600,March,2016,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,6,70,3737,N. KINGSHIGHWAY,,RIVERVIEW,,,March2016.dta
570861.213562347,1035557.48920602,447166,01mar2016,2016,3,1,1600,March,2016,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,6,70,3737,N. KINGSHIGHWAY,,RIVERVIEW,,,March2016.dta
586535.069652256,1018895.962735,447169,01mar2016,2016,3,1,1620,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,WASHINGTON AVE,,WASHINGTON,STL MART,,March2016.dta
586535.069652256,1018895.962735,447192,01mar2016,2016,3,1,1950,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,WASHINGTON AVE,,WASHINGTON,ROSALITAS,,March2016.dta
558815.719306502,1027235.03440595,447602,05mar2016,2016,3,5,1528,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,48,6000,DELMAR BLVD,,,,,March2016.dta
563787.022164643,1003827.551873,447689,06mar2016,2016,3,6,800,March,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,1,7,5000,WINONA AVE,,WINONA,,2ND FL,March2016.dta
577025.334568892,1021938.70297658,447870,07mar2016,2016,3,7,1700,March,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,4,77,700,N GRAND BLVD,,GRAND,GRAND CENTER ARTS ACADEMY,,March2016.dta
580796.923151657,1038414.91405059,447904,07mar2016,2016,3,7,2221,March,2016,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,6,79,6124,NORTH BROADWAY,,,,,March2016.dta
560026.893643428,1031994.79343732,448081,09mar2016,2016,3,9,1500,March,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,5,48,1200,HODIAMONT AVE,,HODIAMONT,,,March2016.dta
573181.44365418,1002335.263187,448219,10mar2016,2016,3,10,1727,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,3900,S GRAND BLVD,,,,,March2016.dta
586270.143076856,1018966.8467533,448249,10mar2016,2016,3,10,2100,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,500,N 13TH ST,,13TH,,,March2016.dta
565776.275284398,1025440.67111919,448456,12mar2016,2016,3,12,1900,March,2016,Burglary,51330,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,Yes,No,No,1,5,38,470,LAKE AVE,,LAKE,THE WIILLARD,,March2016.dta
588500.772651233,1020606.75797764,448527,13mar2016,2016,3,13,700,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,1100,N 9TH ST,,,,,March2016.dta
588250.693057258,1017257.35190447,448660,14mar2016,2016,3,14,819,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,600,PINE ST,,,KIENER GARAGE,KIENER GARAGE WEST,March2016.dta
584534.13373347,1020421.02003451,448685,14mar2016,2016,3,14,1117,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1800,DR MARTIN LUTHER KING DR,,,,NORTH SIDEWALK,March2016.dta
578575.960820522,1014201.81190091,448898,15mar2016,2016,3,15,2115,March,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,31,2800,PARK AVE,,PARK,,,March2016.dta
586375.346136205,1018412.71194198,448987,16mar2016,2016,3,16,1513,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,CHRIST CHURCH CATHEDRAL,,March2016.dta
574627.175840128,1006124.37706016,449151,17mar2016,2016,3,17,1830,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,3400,UTAH ST,,UTAH,,,March2016.dta
583981.569002997,1018784.70973272,449360,19mar2016,2016,3,19,1156,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1800,OLIVE ST,,OLIVE,,REAR,March2016.dta
586535.069652256,1018895.962735,449428,19mar2016,2016,3,19,2210,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,WASHINGTON AVE,,,,N 13TH ST / WASINGTON AVE,March2016.dta
583635.865153041,1018873.12559252,449692,22mar2016,2016,3,22,1239,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,1900,OLIVE ST,,OLIVE,,@HEADQUARTERS,March2016.dta
573062.840315159,1002014.53432254,449824,23mar2016,2016,3,23,1445,March,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,3,16,3934,S. GRAND BLVD,,,CONOCO GAS STATION,,March2016.dta
567140.151447609,1014720.21809234,450170,26mar2016,2016,3,26,1203,March,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,12,1600,S KINGSHIGHWAY BLVD,,KINGSHIGHWAY,QUIKTRIP,,March2016.dta
559575.083773866,996584.933819897,450250,26mar2016,2016,3,26,2200,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,6,5300,NAGEL AVE,,NAGEL,,,March2016.dta
584901.529374868,1016363.69530001,450632,30mar2016,2016,3,30,1055,March,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1400,SPRUCE ST,,SPRUCE,CIVIC CENTER METROLINK STATION,CIVIC CENTER METROLINK STATION,March2016.dta
573165.266798999,1025654.7556818,450742,31mar2016,2016,3,31,1200,March,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,58,1033,WHITTIER,,WHITTIER,STEVENS SCHOOL,,March2016.dta
587352.054339547,1023869.11737139,450859,01jan2016,2016,1,1,1,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,63,1400,MADISON ST,,MADISON,,,April2016.dta
573750.079330344,1003901.31837631,450865,12jan2016,2016,1,12,1430,April,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,No,1,3,19,3640,ARKANSAS,,ARKANSAS,,,April2016.dta
568912.002963312,989834.609264627,450875,01feb2016,2016,2,1,1,April,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,1,2,7300,VIRGINIA AVE,,VIRGINIA,,,April2016.dta
556429.037017044,1007383.25434005,450908,07mar2016,2016,3,7,1152,April,2016,Narcotics,182260,DRUGS-POSSESSION/METHAMPHETAMINE,No,No,No,1,2,9,6609,MARQUETTE,,MARQUETTE,,,April2016.dta
574730.048890766,1004957.55914479,450911,08mar2016,2016,3,8,900,April,2016,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",No,No,No,1,3,19,3305,POTOMAC,,POTOMAC,,,April2016.dta
565548.136423744,1027342.66246498,450913,08mar2016,2016,3,8,1500,April,2016,Aggravated Assault,43026,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,Yes,No,No,1,5,51,5207,KENSINGTON,,CHILDRENS,,,April2016.dta
567035.474660147,1002024.76605243,450918,10mar2016,2016,3,10,815,April,2016,Burglary,51130,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,No,No,No,1,1,5,4550,MORGANFORD,,MORGANFORD,,:1N,April2016.dta
562688.131536748,1028055.2062045,450924,12mar2016,2016,3,12,2250,April,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,5,48,5550,CATES,,CATES,,,April2016.dta
586124.84399613,1019005.82035249,450967,21mar2016,2016,3,21,1600,April,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,No,1,4,36,507,13TH,,13TH,,,April2016.dta
576442.237334482,1030514.77059844,450970,22mar2016,2016,3,22,200,April,2016,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,6,56,3100,ROLLA,,ROLLA,,,April2016.dta
576442.237334482,1030514.77059844,450971,22mar2016,2016,3,22,200,April,2016,Aggravated Assault,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,Yes,No,No,1,6,56,3100,ROLLA,,ROLLA,,,April2016.dta
562386.970814757,1008760.4303327,451012,28mar2016,2016,3,28,728,April,2016,Burglary,51130,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,No,No,No,1,2,13,3157,SUBLETTE,,SUBLETTE,,: @SPD,April2016.dta
585016.978358146,1031251.54140596,451039,30mar2016,2016,3,30,40,April,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,No,No,No,1,4,65,1422,ANGELICA,,,,,April2016.dta
587070.618986454,1018758.18104411,451365,03apr2016,2016,4,3,303,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1100,WASHINGTON AVE,,WASHINGTON,,,April2016.dta
586270.143076856,1018966.8467533,451445,03apr2016,2016,4,3,1952,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,500,N 13TH ST,,13TH,,CITY STREET,April2016.dta
570066.480785728,1014233.09668975,451624,05apr2016,2016,4,5,345,April,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,0,2,4247,LAFAYETTE AVE,,LAFAYETTE,,ON STREET,April2016.dta
584511.496399611,1033628.56627885,451630,05apr2016,2016,4,5,648,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,4,1100,E GRAND AVE,,,,,April2016.dta
579954.370604094,1013507.9420784,451649,05apr2016,2016,4,5,1200,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,31,1600,S JEFFERSON AVE,,,,,April2016.dta
585725.353412919,1017971.08903643,451778,06apr2016,2016,4,6,1102,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,100,N 14TH ST,,,,,April2016.dta
