id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,_source
442409,24jan2016,2016,1,24,1800,January,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKOWN,,UTAH,,,0,0,January2016.dta
442446,25jan2016,2016,1,25,308,January,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,16,0,3934 S GRAND BLVD / ALBERTA ST,,,,,0,0,January2016.dta
442496,25jan2016,2016,1,25,1440,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,20,1800,S BROADWAY,,BROADWAY,BILLIES DINNER,,0,0,January2016.dta
442557,26jan2016,2016,1,26,10,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,37,3700,WEST PINE BLVD,,WEST PINE,ST LOUIS UNIVERSITY CAMPUS,,0,0,January2016.dta
442599,26jan2016,2016,1,26,1200,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILLMORE PARK,,0,0,January2016.dta
442612,26jan2016,2016,1,26,1525,January,2016,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,3,31,1710,LONGFELLOW,,,,,0,0,January2016.dta
442683,27jan2016,2016,1,27,1000,January,2016,Other Offense,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,Yes,No,No,1,1,16,3935,SOUTH GRAND,,SOUTH GRAND,,3935-43 S GRAND,0,0,January2016.dta
442692,27jan2016,2016,1,27,1150,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILMORE PARK,,0,0,January2016.dta
442710,27jan2016,2016,1,27,1455,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILMORE PARK,,0,0,January2016.dta
442764,28jan2016,2016,1,28,0,January,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,January2016.dta
442772,28jan2016,2016,1,28,135,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,37,3700,LACLEDE AVE,,LACLEDE,HUMPHREYS,,0,0,January2016.dta
442790,28jan2016,2016,1,28,1030,January,2016,Other Offense,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,Yes,No,No,1,1,16,3935,SOUTH GRAND,,SOUTH GRAND,,3935-43 S GRAND,0,0,January2016.dta
442808,28jan2016,2016,1,28,1455,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILMORE PARK,,0,0,January2016.dta
442810,28jan2016,2016,1,28,1501,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,59,2501,N GRAND,,N GRAND,GRAND U BUY,NUISANCE ABATEMENT PROPERTY,0,0,January2016.dta
442868,28jan2016,2016,1,28,2245,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,1,16,3500,MONTANA ST,,,DUTCHTOWN NEIGHBORHOOD,SIDEWALK,0,0,January2016.dta
442878,29jan2016,2016,1,29,0,January,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,January2016.dta
442898,29jan2016,2016,1,29,800,January,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,2,29,3700,VISTA AVE,,VISTA,SLU HOSPITAL WEST PAVALION,4TH FLOOR,0,0,January2016.dta
443002,30jan2016,2016,1,30,1103,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1700,LOCUST ST,,,,,0,0,January2016.dta
443005,30jan2016,2016,1,30,1130,January,2016,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,1820,MARKET ST,,,,@UNION STATION,0,0,January2016.dta
443009,30jan2016,2016,1,30,1300,January,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,1,16,4600,S GRAND BLVD,,GRAND,,APT 7,0,0,January2016.dta
443014,30jan2016,2016,1,30,1324,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,201,N 17TH,,N 17TH,,,0,0,January2016.dta
443125,31jan2016,2016,1,31,1350,January,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,3,23,2012,,,MISSOURI,,:2ND FLR,0,0,January2016.dta
443144,31jan2016,2016,1,31,1830,January,2016,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,5,48,731,HODIAMONT,,,METROLINK DELMAR TRAIN PLATFORM,TRAIN PLATFORM,0,0,January2016.dta
443536,04jan2016,2016,1,4,200,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,14,5000,CHIPPEWA ST,,CHIPPEWA,,,0,0,February2016.dta
443538,06jan2016,2016,1,6,740,February,2016,Motor Vehicle Theft,71040,AUTO THEFT-PERM RETNT/ATTEMPT,Yes,No,No,1,5,38,4471,LINDELL,,LINDELL,,,0,0,February2016.dta
443541,07jan2016,2016,1,7,700,February,2016,Burglary,51330,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,No,No,No,1,3,30,2727,WYOMING,,WYOMING,,,0,0,February2016.dta
443550,11jan2016,2016,1,11,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
443569,15jan2016,2016,1,15,2050,February,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,2,14,3600,,,HEREFORD,,,0,0,February2016.dta
443577,18jan2016,2016,1,18,1320,February,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,1,3,3757,WILMINGTON,,WILMINGTON,,,0,0,February2016.dta
443584,20jan2016,2016,1,20,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
443586,20jan2016,2016,1,20,1105,February,2016,Burglary,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,Yes,No,No,1,2,15,3933,HUMPHREY,,HUMPHREY,,: #1104384,0,0,February2016.dta
443629,25jan2016,2016,1,25,1500,February,2016,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,KRAFT,,,0,0,February2016.dta
443643,27jan2016,2016,1,27,138,February,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,No,1,3,19,3503,MIAMI,,MIAMI,,: APT 1W,0,0,February2016.dta
443648,27jan2016,2016,1,27,1308,February,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,3928,N FLORISSANT,,N FLORISSANT,TWIN TWELVE APARTMENTS,NUISANCE ABATEMENT PROPERTY,0,0,February2016.dta
443728,01feb2016,2016,2,1,200,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,4400,S GRAND BLVD,,GRAND,,,0,0,February2016.dta
443760,01feb2016,2016,2,1,1200,February,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,5,50,5900,KENNERLY AVE,,OLIVE,,,0,0,February2016.dta
443766,01feb2016,2016,2,1,1220,February,2016,Motor Vehicle Theft,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,4,35,0,S 9TH ST / CLARK AVE,,,,RAMP,0,0,February2016.dta
443903,02feb2016,2016,2,2,1425,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILLMORE PARK,WILLMORE PARK,0,0,February2016.dta
443915,02feb2016,2016,2,2,1515,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILLMORE PARK,WILLMORE PARK,0,0,February2016.dta
443956,02feb2016,2016,2,2,2050,February,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,38,4500,CHILDRENS PL,,,,@METROLINK - CENTRAL WEST END,0,0,February2016.dta
443977,03feb2016,2016,2,3,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
444031,03feb2016,2016,2,3,1435,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILLMORE PARK,,0,0,February2016.dta
444063,03feb2016,2016,2,3,1801,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,400,S 15TH ST,,15TH,GREYHOUND,,0,0,February2016.dta
444135,04feb2016,2016,2,4,1300,February,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,4,6701,RIVER DES PERES,,,,FULTZ FIELD,0,0,February2016.dta
444146,04feb2016,2016,2,4,1425,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,88,0,HAMPTON AVE / JAMIESON AVE,,,WILLMORE PARK,WILLMORE PARK,0,0,February2016.dta
444185,04feb2016,2016,2,4,2045,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4400,ARCO AVE,,ARCO,,APT 1ST FL,0,0,February2016.dta
444202,05feb2016,2016,2,5,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
444243,05feb2016,2016,2,5,1308,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,200,N 17TH ST,,,711,,0,0,February2016.dta
444258,05feb2016,2016,2,5,1700,February,2016,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,1,2,8804,NORTH BROADWAY,,JEFFERSON,,,0,0,February2016.dta
444261,05feb2016,2016,2,5,1710,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,6,56,3600,WARNE AVE,,,,FUNNEL CAKE CO,0,0,February2016.dta
444320,06feb2016,2016,2,6,1000,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,27,3900,FLORA PL,,FLORA,,,0,0,February2016.dta
444360,06feb2016,2016,2,6,1510,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,21,1000,ALLEN AVE,,ALLEN,,REAR PARKING PAD,0,0,February2016.dta
444476,07feb2016,2016,2,7,130,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,MERAMEC ST,,,TIME OUT BAR & GRILL,,0,0,February2016.dta
444520,07feb2016,2016,2,7,1430,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,71,5000,ROSALIE ST,,ROSALIE,,,0,0,February2016.dta
444522,07feb2016,2016,2,7,1450,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,35,0,S BROADWAY,,BROADWAY,,@HOTEL- HILTON AT THE BALL PARK 9TH,0,0,February2016.dta
444582,08feb2016,2016,2,8,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
444583,08feb2016,2016,2,8,0,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,OLIVE,,,0,0,February2016.dta
444706,09feb2016,2016,2,9,948,February,2016,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,0,UNKNOWN,,GOENER,,,0,0,February2016.dta
