xcoord,ycoord,objectid_1,status,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
-1.79769313486232e+308,-,73,U,28434,16jun2008,2008,6,16,1,6,2008,4,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1,0,0,1,5,66,2000,E. GRAND ST LOUIS,2000,E GRAND,,,June2008.dta
-1.79769313486232e+308,-,74,U,28474,16jun2008,2008,6,16,645,6,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,4,33,3800,RUTGER LN,3800,RUTGER LN,,,June2008.dta
-1.79769313486232e+308,-,75,U,28475,16jun2008,2008,6,16,645,6,2008,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,4,33,3800,RUTGER LN,3800,RUTGER LN,,,June2008.dta
-1.79769313486232e+308,-,76,U,28806,18jun2008,2008,6,18,255,6,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,6,72,4572,THRUSH AVE,4572,THRUSH,,,June2008.dta
-1.79769313486232e+308,-,77,U,29358,21jun2008,2008,6,21,54,6,2008,4,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1,0,0,1,5,59,3500,FARRAR ST,3500,FARRAR,,,June2008.dta
-1.79769313486232e+308,-,78,U,29431,21jun2008,2008,6,21,1200,6,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,321,S 21ST,0,S 21ST,CLUB SOCIETY S,,June2008.dta
-1.79769313486232e+308,-,82,U,30568,28jun2008,2008,6,28,421,6,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,9,77,1235,PAGE,1235,PAGE,,,June2008.dta
-1.79769313486232e+308,-,83,U,30864,29jun2008,2008,6,29,1911,6,2008,24,243300,DISORDERLY CONDUCT-OTHR DSTRB/UNNEC NOISE,1,0,0,1,5,59,3700,N VANDEVENTER AVE,3700,N VANDEVENTER,,,June2008.dta
-1.79769313486232e+308,-,89,U,32683,08jul2008,2008,7,8,1030,7,2008,5,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1,0,0,1,0,0,6003,DAVISON AVE,6003,DAVISON,,,July2008.dta
-1.79769313486232e+308,-,93,U,37864,02aug2008,2008,8,2,2100,8,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,4,59,2827,EVANS AVE,2827,EVANS,,,August2008.dta
-1.79769313486232e+308,-,95,U,38003,03aug2008,2008,8,3,1500,8,2008,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,2,82,10,FOREST PARK,0,FOREST PARK,SOUTH ZOO PARKING LOT,,August2008.dta
-1.79769313486232e+308,-,96,U,38391,05aug2008,2008,8,5,1900,8,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,0,0,2100,WESTBOUND I 70 ST LO,2100,I 70,,,August2008.dta
-1.79769313486232e+308,-,97,U,38865,08aug2008,2008,8,8,300,8,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,5,0,2100,HERBERT AVE CNTY,2100,UNKNOWN,WHITE CASTLE,PARKING LOT,August2008.dta
-1.79769313486232e+308,-,98,U,38982,08aug2008,2008,8,8,1800,8,2008,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,6,76,5077,ERA,5077,ERA,,,August2008.dta
-1.79769313486232e+308,-,100,U,40230,15aug2008,2008,8,15,1219,8,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,6,75,11000,RIVERVIEW,0,RIVERVIEW,,CHAIN OF ROCKS BRIDGE,August2008.dta
-1.79769313486232e+308,-,101,U,40631,17aug2008,2008,8,17,1730,8,2008,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,7,0,250,DEBALIVIERE AVE,0,DEBALIVIERE,METRO,@METROLINK - FOREST PARK,August2008.dta
-1.79769313486232e+308,-,102,U,40644,17aug2008,2008,8,17,1900,8,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,0,0,2900,I 55 SOUTHBOUND ST L,2900,I 55,,,August2008.dta
-1.79769313486232e+308,-,103,U,41612,22aug2008,2008,8,22,2335,8,2008,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,7,0,730,ROSEDALE,0,ROSEDALE,,DELMAR METROLINK PARKING LOT,August2008.dta
-1.79769313486232e+308,-,104,U,42091,25aug2008,2008,8,25,1030,8,2008,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,0,0,6715,DAIBER,9999,UNKNOWN,,,August2008.dta
-1.79769313486232e+308,-,105,U,42308,26aug2008,2008,8,26,1500,8,2008,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,8,0,4200,DR. MARTIN LUTHER KI,4200,DR MARTIN L KING,,,August2008.dta
-1.79769313486232e+308,-,109,U,43942,02sep2008,2008,9,2,1606,9,2008,4,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1,0,0,1,0,0,5343,HAMPTON,5343,HAMPTON,,SNO CONE STAND,September2008.dta
-1.79769313486232e+308,-,112,U,44660,06sep2008,2008,9,6,800,9,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,5,59,2800,N. GARRISON,2800,N GARRISON,,,September2008.dta
-1.79769313486232e+308,-,114,U,46607,15sep2008,2008,9,15,1200,9,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,0,0,5000,I 44 WB,5000,I 44,,,September2008.dta
-1.79769313486232e+308,-,115,U,47503,19sep2008,2008,9,19,1735,9,2008,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,7,0,731,HODIAMONT,0,HODIAMONT,,@DELMAR METROLINK,September2008.dta
899506.777420994,1030069.81952174,117,T,48215,23sep2008,2008,9,23,1045,9,2008,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,5,0,3836,NATURAL BRIDGE AVE,3836,NATURAL BRIDGE,BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL,September2008.dta
-1.79769313486232e+308,-,118,U,48264,23sep2008,2008,9,23,1633,9,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,0,0,10780,RIVERVIEW STREET,0,RIVERVIEW,,,September2008.dta
-1.79769313486232e+308,-,119,U,48575,25sep2008,2008,9,25,1007,9,2008,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,0,0,428,COLLEGE LINCOLN IL 6,9999,UNKNOWN,,,September2008.dta
-1.79769313486232e+308,-,123,U,49116,27sep2008,2008,9,27,2040,9,2008,4,43021,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE,1,0,0,1,0,0,400,I 70 WB,0,I 70,,,September2008.dta
-1.79769313486232e+308,-,124,U,49117,27sep2008,2008,9,27,2040,9,2008,4,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1,0,0,1,0,0,400,I 70 WB,0,I 70,,,September2008.dta
-1.79769313486232e+308,-,125,U,49118,27sep2008,2008,9,27,2040,9,2008,4,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1,0,0,1,0,0,400,I 70 WB,0,I 70,,,September2008.dta
-1.79769313486232e+308,-,126,U,49119,27sep2008,2008,9,27,2040,9,2008,4,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1,0,0,1,0,0,400,I 70 WB,0,I 70,,,September2008.dta
-1.79769313486232e+308,-,127,U,49526,30sep2008,2008,9,30,1000,9,2008,26,266100,PUBLIC ORDER-DEMONSTRATING,1,0,0,1,0,0,3907,JEFFERSON,3907,S JEFFERSON,,,September2008.dta
-1.79769313486232e+308,-,128,U,49542,30sep2008,2008,9,30,1142,9,2008,4,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",1,0,0,1,9,0,200,N WHITTIER ST,0,WHITTIER,,,September2008.dta
-1.79769313486232e+308,-,129,U,49942,01oct2008,2008,10,1,743,10,2008,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,2,6,5502,QUINCY,5502,QUINCY,,,October2008.dta
-1.79769313486232e+308,-,131,U,51157,08oct2008,2008,10,8,1330,10,2008,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,0,0,5400,I 64 WESTBOUND,5400,I 64,ON HIGHWAY,,October2008.dta
-1.79769313486232e+308,-,133,U,51307,09oct2008,2008,10,9,830,10,2008,26,266100,PUBLIC ORDER-DEMONSTRATING,1,0,0,1,7,78,5800,DR. MARTIN LUTHER KI,5800,DR MARTIN L KING,,,October2008.dta
-1.79769313486232e+308,-,135,U,52253,14oct2008,2008,10,14,630,10,2008,4,41023,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,1,0,0,1,0,0,1100,INTERSTATE 70 WESTBO,1100,I 70,,,October2008.dta
-1.79769313486232e+308,-,136,U,52254,14oct2008,2008,10,14,630,10,2008,4,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1,0,0,1,0,0,1100,INTERSTATE 70 WESTBO,1100,I 70,,,October2008.dta
-1.79769313486232e+308,-,137,U,52404,15oct2008,2008,10,15,38,10,2008,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,0,0,4530,SUBURBAN TRACKS,4530,SUBURBAN TK,,,October2008.dta
-1.79769313486232e+308,-,138,U,52881,17oct2008,2008,10,17,1930,10,2008,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,1,80,3600,CARONDELET DR,3600,CARONDELET PK,,@CARONDELET PARK,October2008.dta
-1.79769313486232e+308,-,139,U,53600,21oct2008,2008,10,21,2201,10,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,7,47,250,DE BALIVIERE,0,DEBALIVIERE,,FOREST PARK METROLINK STATION,October2008.dta
-1.79769313486232e+308,-,142,U,54166,24oct2008,2008,10,24,2315,10,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,4,35,925,S 39TH ST,0,39TH,,,October2008.dta
-1.79769313486232e+308,-,143,U,54167,24oct2008,2008,10,24,2315,10,2008,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1,0,0,1,4,35,925,S 39TH ST,0,39TH,,,October2008.dta
-1.79769313486232e+308,-,145,U,54754,28oct2008,2008,10,28,1600,10,2008,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,7,78,5600,MINERVA,5600,MINERVA,,,October2008.dta
-1.79769313486232e+308,-,149,U,55592,31oct2008,2008,10,31,2100,11,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,4,35,700,N 3RD,0,N 3RD,,,November2008.dta
-1.79769313486232e+308,-,150,U,55627,01nov2008,2008,11,1,100,11,2008,22,222500,LIQUOR LAWS-FALSE AGE/ID FOR OBTAINING,1,0,0,1,4,35,150,MORGAN,0,MORGAN,,,November2008.dta
-1.79769313486232e+308,-,151,U,56071,03nov2008,2008,11,3,1215,11,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,6,71,5942,STRATFORD AVE,5942,STRATFORD,,,November2008.dta
-1.79769313486232e+308,-,153,U,56800,07nov2008,2008,11,7,2200,11,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,4,61,1621,N 21ST,1621,N 21ST,,,November2008.dta
-1.79769313486232e+308,-,154,U,57218,11nov2008,2008,11,11,330,11,2008,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,6,70,4514,N NEWSTEAD AVE,4514,N NEWSTEAD,,,November2008.dta
-1.79769313486232e+308,-,155,U,57243,11nov2008,2008,11,11,1045,11,2008,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,6,74,9001,HALLS FERRY CIR,9001,HALLS FERRY CR,,,November2008.dta
-1.79769313486232e+308,-,157,U,57714,14nov2008,2008,11,14,800,11,2008,4,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1,0,0,1,7,52,5200,DR MARTIN LUTHER KIN,5200,DR MARTIN L KING,,,November2008.dta
-1.79769313486232e+308,-,161,U,59004,22nov2008,2008,11,22,700,11,2008,6,69702,LARCENY-ALL OTHER UNDER $500,1,0,0,1,2,13,7144,NOTTINGHAM AVE,7144,NOTTINGHAM,,,November2008.dta
-1.79769313486232e+308,-,162,U,59995,28nov2008,2008,11,28,1830,11,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,1,1,8957,WHITSTONE,9999,UNKNOWN,,,November2008.dta
-1.79769313486232e+308,-,168,U,60687,01dec2008,2008,12,1,650,12,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,1414,SPRUCE,1414,SPRUCE,CIVIC CENTER STATION,TRAIN/BUS PASSENGER PICK-UP,December2008.dta
-1.79769313486232e+308,-,174,U,61303,05dec2008,2008,12,5,630,12,2008,4,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1,0,0,1,6,73,6000,MIMIKA,6000,MIMIKA,,STREET,December2008.dta
-1.79769313486232e+308,-,175,U,64183,26dec2008,2008,12,26,1930,12,2008,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1,0,0,1,0,0,1400,RANDALL,1400,RANDALL,,,December2008.dta
-1.79769313486232e+308,-,177,U,64714,30dec2008,2008,12,30,300,12,2008,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,1,0,3600,TYROLEAN,3600,TYROLEAN,,,December2008.dta
-1.79769313486232e+308,-,190,U,67521,17jan2009,2009,1,17,1200,1,2009,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,0,0,1900,N. 13TH STREET,1900,N 13TH,,VEHICLE WAS PARKED ON THE STREET,January2009.dta
-1.79769313486232e+308,-,192,U,68972,29jan2009,2009,1,29,1918,1,2009,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,6,0,3700,FRANCIS ST,3700,FRANCIS,,,January2009.dta
-1.79769313486232e+308,-,199,U,70456,06feb2009,2009,2,6,1806,2,2009,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,5001,HODIAMONT AVE,5001,HODIAMONT,,,February2009.dta
-1.79769313486232e+308,-,200,U,71181,11feb2009,2009,2,11,1845,2,2009,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,4,34,700,LEBANON,0,LEBANON DR,,,February2009.dta
-1.79769313486232e+308,-,205,U,73004,23feb2009,2009,2,23,2115,2,2009,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1,0,0,1,3,20,1200,S L K SULLIVAN BLVD,1200,SLK SULLIVAN,STREET,,February2009.dta
-1.79769313486232e+308,-,209,U,73903,24feb2009,2009,2,24,1400,3,2009,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,1,16,3801,BAMBERGER,0,,,PARKED ON THE STREET,March2009.dta
-1.79769313486232e+308,-,215,U,74046,01mar2009,2009,3,1,1317,3,2009,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,2,7,4700,MACKLIND,0,,,,March2009.dta
-1.79769313486232e+308,-,217,U,74175,02mar2009,2009,3,2,1614,3,2009,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,7,47,250,DEBALIVIERE,0,,FOREST PARK METROLINK STATION,FOREST PARK METROLINK STATION,March2009.dta
-1.79769313486232e+308,-,219,U,74529,05mar2009,2009,3,5,330,3,2009,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,6,71,5366,LILLIAN,0,,,,March2009.dta
-1.79769313486232e+308,-,221,U,75284,09mar2009,2009,3,9,1210,3,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,1414,SPRUCE,0,,,SCOTT TRADE CENTER METROLINK STATION,March2009.dta
-1.79769313486232e+308,-,224,U,76032,14mar2009,2009,3,14,1700,3,2009,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,7,51,1325,NO KINGSHIGHWAY,0,NO KINGSHIGHWAY,,,March2009.dta
-1.79769313486232e+308,-,227,U,76395,16mar2009,2009,3,16,2045,3,2009,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,6,68,83,FAIRGROUND PARK,0,,,@FAIRGROUND PARK,March2009.dta
-1.79769313486232e+308,-,239,U,78291,28mar2009,2009,3,28,1940,3,2009,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,800,COLLINS ALLEY,0,COLLINS,,,March2009.dta
886541.732813079,985206.38595482,241,T,78775,07sep2008,2008,9,7,2145,3,2009,3,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,0,0,1,1,6,74,8711,BROADWAY,0,BROADWAY,,,March2009.dta
893553.256191578,1003648.50983165,248,T,78807,29nov2008,2008,11,29,2245,3,2009,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,5,67,3710,GRAND,0,,MOBILE GAS STATION,GAS STATION PUMP #10,March2009.dta
-1.79769313486232e+308,-,249,U,78844,20jan2009,2009,1,20,730,4,2009,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,4,61,1224,NORHT 14TH STREET,0,4TH,PEABODY SCHOOL,,April2009.dta
-1.79769313486232e+308,-,264,U,78996,28mar2009,2009,3,28,1200,4,2009,17,172100,SEX OFFNS-SODOMY/FORCIBLE,0,0,1,1,6,74,1400,SWITZER,0,RUSSELL,,,April2009.dta
-1.79769313486232e+308,-,267,U,79567,04apr2009,2009,4,4,930,4,2009,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,1,4,7200,RIVER DES PERES,0,,,ON STREET,April2009.dta
-1.79769313486232e+308,-,270,U,79895,06apr2009,2009,4,6,1345,4,2009,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,61,1408,MELVIN COLLINS WALKW,0,MELVIN COLLINS WALKW,,,April2009.dta
-1.79769313486232e+308,-,271,U,80030,07apr2009,2009,4,7,1400,4,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,1414,SPRUCE,0,,CIVIC CENTER,TRAIN/BUS PASSENGER PICK-UP STATION,April2009.dta
-1.79769313486232e+308,-,272,U,80054,07apr2009,2009,4,7,1650,4,2009,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,300,SOUTH 18TH ST,0,SOUTH 18TH,,,April2009.dta
-1.79769313486232e+308,-,281,U,82066,20apr2009,2009,4,20,2300,4,2009,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,1,17,4460,MICHIGAN,0,,MARQUETTE PARK,@MARQUETTE PARK,April2009.dta
-1.79769313486232e+308,-,282,U,82559,23apr2009,2009,4,23,2258,4,2009,9,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1,0,0,1,6,75,822,CHAIN OF ROCKS DR,0,CHAIN OF ROCKS,,STREET,April2009.dta
-1.79769313486232e+308,-,283,U,82560,23apr2009,2009,4,23,2258,4,2009,4,43201,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,1,0,0,1,6,75,822,CHAIN OF ROCKS DR,0,CHAIN OF ROCKS,,STREET,April2009.dta
-1.79769313486232e+308,-,284,U,82829,25apr2009,2009,4,25,1215,4,2009,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,6,73,8802,GOODFELLOW,0,,,STREET,April2009.dta
-1.79769313486232e+308,-,285,U,83353,28apr2009,2009,4,28,1655,4,2009,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,5,59,3021,ST. LOUIS AVE.,0,ST. LOUIS AVE.,,,April2009.dta
893174.076175664,1000805.05095165,288,T,83757,31mar2009,2009,3,31,1205,5,2009,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,5,67,4127,GRAND,0,,,,May2009.dta
