X,Y,OBJECTID_1,ObjectID,Status,Score,Match_type,Match_addr,Side,Ref_ID,User_fld,Addr_type,ARC_Single,id,dateoccurr,dateoccu_1,dateoccu_2,yearoccurr,monthoccur,dayoccurre,timeoccurr,month,year,ucr,crime,descriptio,newcrime,unfounded,adjustment,count,district,neighborho,ileadsaddr,ileadsstre,cadaddress,cadstreet,locationna,locationco,xcoord,ycoord,_source,mergedilea
887231.442391664,1016908.38127774,11,11,M,100.00000000000,A,1187 S KINGSHIGHWAY BLVD,,28488,,PointAddress,1187 S. KINGSHIGHWAY,8005,22feb2008,0.00000000000,0.00000000000,2008,2,22,2059,2,2008,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,1187,S. KINGSHIGHWAY,1187,S KINGSHIGHWAY,BP AMOCO,BP AMOCO,0,0,February2008.dta,1187 S. KINGSHIGHWAY
-1.79769313486232e+308,-1.79769313486232e+308,12,12,U,0.00000000000,A,,,-1,,,4800 BLOCK OF LEE ST LOUI,8336,25feb2008,-32.70075803060,-53.17697823870,2008,2,25,1430,2,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,4800,BLOCK OF LEE ST LOUI,4800,LEE,,,0,0,February2008.dta,4800 BLOCK OF LEE ST LOUI
-1.79769313486232e+308,-1.79769313486232e+308,13,13,U,0.00000000000,A,,,-1,,,300 S 18TH,8628,27feb2008,-8.88137162531,-52.55437543530,2008,2,27,1430,2,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,0,0,300,S 18TH,0,S 18TH,METRO,METROLINK PLATFORM,0,0,February2008.dta,300 S 18TH
-1.79769313486232e+308,-1.79769313486232e+308,14,14,U,0.00000000000,A,,,-1,,,300 S 18TH,8629,27feb2008,-8.88137162531,-52.55437543530,2008,2,27,1430,2,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,0,0,300,S 18TH,0,S 18TH,METRO,METROLINK PLATFORM,0,0,February2008.dta,300 S 18TH
892424.640666664,999182.920665741,15,15,M,100.00000000000,A,4519 S GRAND BLVD,,30345,,PointAddress,4519 S GRAND,9620,03mar2008,-161.21701002500,-4.44146389411,2008,3,3,915,3,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,0,0,4519,S GRAND,4519,S GRAND,,,0,0,March2008.dta,4519 S GRAND
889675.735403329,1020902.36410341,16,16,M,89.04000000000,A,4444 FOREST PARK AVE,,114253,,PointAddress,4444 FOREST PARK BLVD,9855,05mar2008,-163.57490155700,-4.37537604092,2008,3,5,1300,3,2008,5,52322,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,1,0,0,1,0,0,4444,FOREST PARK BLVD,4444,FOREST PARK,,,0,0,March2008.dta,4444 FOREST PARK BLVD
897214.339420579,1031692.01115924,17,17,M,100.00000000000,A,4130 W NATURAL BRIDGE AVE,,237869,,PointAddress,4130 W. NATURAL BRIDGE AV,10193,07mar2008,-144.42316214700,-4.44322537901,2008,3,7,1531,3,2008,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,0,0,4130,W. NATURAL BRIDGE AV,4130,NATURAL BRIDGE,AUTO ZONE,,0,0,March2008.dta,4130 W. NATURAL BRIDGE AV
901563.901587579,1029557.50985082,18,18,M,100.00000000000,A,3221 NATURAL BRIDGE AVE,,13646,,PointAddress,3221 NATURAL BRIDGE AVE,10303,08mar2008,0.00000000000,0.00000000000,2008,3,8,240,3,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,0,0,3221,NATURAL BRIDGE AVE,3221,NATURAL BRIDGE,,,0,0,March2008.dta,3221 NATURAL BRIDGE AVE
903272.740361497,1028260.20896774,19,19,M,100.00000000000,A,2526 PALM ST,,57084,,PointAddress,2526 PALM ST,11150,13mar2008,-108.42316214700,-4.44322537901,2008,3,13,1430,3,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,0,2526,PALM ST,2526,PALM,,,0,0,March2008.dta,2526 PALM ST
874937.982726663,1012216.75089724,20,20,M,100.00000000000,A,6909 SOUTHWEST AVE,,118914,,PointAddress,6909 SOUTHWEST,11289,14mar2008,0.00000000000,0.00000000000,2008,3,14,800,3,2008,7,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,0,0,6909,SOUTHWEST,6909,SOUTHWEST,,,0,0,March2008.dta,6909 SOUTHWEST
907502.659723163,1018544.7526769,21,21,M,90.87000000000,A,419 N 10TH ST,,74833,,PointAddress,419 10 ST,11424,14mar2008,0.00000000000,0.00000000000,2008,3,14,2335,3,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,0,0,419,10 ST,0,N 10TH,,,0,0,March2008.dta,419 10 ST
900308.511709914,1028079.0525059,22,22,M,100.00000000000,A,2900 N GRAND BLVD,,33912,,PointAddress,2900 N. GRAND,11429,15mar2008,-89.21701002500,-4.44146389411,2008,3,15,5,3,2008,3,31422,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,1,0,0,1,5,0,2900,N. GRAND,2900,N GRAND,,,0,0,March2008.dta,2900 N. GRAND
879249.991491079,1017184.65500341,23,23,M,100.00000000000,A,6400 WEST PARK AVE,,124234,,PointAddress,6400 WEST PARK,11888,17mar2008,-91.57490155750,-4.37537604092,2008,3,17,1645,3,2008,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,0,0,6400,WEST PARK,6400,WEST PARK,,,0,0,March2008.dta,6400 WEST PARK
892424.640666664,999182.920665741,24,24,M,100.00000000000,A,4519 S GRAND BLVD,,30345,,PointAddress,4519 S. GRAND,13277,26mar2008,0.00000000000,0.00000000000,2008,3,26,1000,3,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,0,0,4519,S. GRAND,4519,S GRAND,,,0,0,March2008.dta,4519 S. GRAND
887665.807008494,1018320.08645957,25,25,M,100.00000000000,A,1034 S KINGSHIGHWAY BLVD,,27562,,PointAddress,1034 S. KINGSHIGHWAY,14166,03jan2008,-160.83393987600,-25.18555668240,2008,1,3,900,4,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,0,0,1034,S. KINGSHIGHWAY,1034,S KINGSHIGHWAY,,,0,0,April2008.dta,1034 S. KINGSHIGHWAY
891322.236703496,1035349.22726999,26,26,M,100.00000000000,A,3720 N KINGSHIGHWAY BLVD,,18285,,PointAddress,3720 N KINGSHIGHWAY,14250,15mar2008,-89.21701002500,-4.44146389411,2008,3,15,2107,4,2008,11,112020,FRAUD-CREDIT DEVICE/UNDER $150,1,0,0,1,0,0,3720,N KINGSHIGHWAY,3720,N KINGSHIGHWAY,WALGREENS,,0,0,April2008.dta,3720 N KINGSHIGHWAY
892715.328733578,999620.766902909,27,27,M,100.00000000000,A,4405 S GRAND BLVD,,30327,,PointAddress,4405 S. GRAND,14310,26mar2008,0.00000000000,0.00000000000,2008,3,26,1000,4,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,0,0,4405,S. GRAND,4405,S GRAND,,,0,0,April2008.dta,4405 S. GRAND
905123.117566247,1026783.10102957,28,28,M,100.00000000000,A,2929 N 20TH ST,,91911,,PointAddress,2929 N. 20TH,14473,01apr2008,0.00000000000,0.00000000000,2008,4,1,1020,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,5,0,2929,N. 20TH,2929,N 20TH,,ALIAS ST LOUIS AVE/RAUSCHENBACH AVE,0,0,April2008.dta,2929 N. 20TH
906569.805617746,1017219.24811007,29,29,M,100.00000000000,A,1114 MARKET ST,,61269,,PointAddress,1114 MARKET ST,14485,01apr2008,0.00000000000,0.00000000000,2008,4,1,1200,4,2008,12,121000,EMBEZZLEMENT-VALUE OVER $150,1,0,0,1,4,0,1114,MARKET ST,1114,MARKET,CASHIER S OFFICE,CIRCUIT CLERK S OFFICE ROOM 103,0,0,April2008.dta,1114 MARKET ST
890382.392126497,995729.751719072,30,30,M,100.00000000000,A,5618 S GRAND BLVD,,29773,,PointAddress,5618 S. GRAND,14893,03apr2008,0.00000000000,0.00000000000,2008,4,3,1342,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,5618,S. GRAND,5618,S GRAND,,,0,0,April2008.dta,5618 S. GRAND
891595.986155994,1046610.4839469,31,31,M,100.00000000000,A,5933 W FLORISSANT AVE,,55113,,PointAddress,5933 W. FLORISSANT,14956,03apr2008,0.00000000000,0.00000000000,2008,4,3,2110,4,2008,4,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1,0,0,1,0,0,5933,W. FLORISSANT,5933,W FLORISSANT,,STREET IN FRONT OF BUSINESS,0,0,April2008.dta,5933 W. FLORISSANT
885245.146823578,1002296.21529216,32,32,M,100.00000000000,A,4627 RIDGEWOOD AVE,,190111,,PointAddress,4627 RIDGEWOOD AVE,15673,08apr2008,0.00000000000,0.00000000000,2008,4,8,1130,4,2008,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,0,0,4627,RIDGEWOOD AVE,4627,RIDGEWOOD,,,0,0,April2008.dta,4627 RIDGEWOOD AVE
893828.278935496,1028024.97945132,33,33,M,90.87000000000,A,4279 W ALDINE AVE,,237531,,PointAddress,4279 ALDINE,15699,08apr2008,0.00000000000,0.00000000000,2008,4,8,1600,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,8,0,4279,ALDINE,4279,ALDINE,,,0,0,April2008.dta,4279 ALDINE
908918.060435664,1021575.94641765,34,34,M,100.00000000000,A,812 DICKSON ST,,62750,,PointAddress,812 DICKSON ST,16192,11apr2008,0.00000000000,0.00000000000,2008,4,11,1254,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,812,DICKSON ST,0,DICKSON,COCHRAN GARDEN HOUSING COMPLEX,,0,0,April2008.dta,812 DICKSON ST
907428.394779827,1022371.11215016,35,35,M,100.00000000000,A,1300 CASS AVE,,15920,,PointAddress,1300 CASS,16193,11apr2008,0.00000000000,0.00000000000,2008,4,11,1300,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,1300,CASS,1300,CASS,,,0,0,April2008.dta,1300 CASS
901782.824378081,1031338.71199707,36,36,M,100.00000000000,A,4127 N GRAND BLVD,,34542,,PointAddress,4127 N. GRAND,16564,13apr2008,0.00000000000,0.00000000000,2008,4,13,1500,4,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,5,0,4127,N. GRAND,4127,N GRAND,,,0,0,April2008.dta,4127 N. GRAND
-1.79769313486232e+308,-1.79769313486232e+308,37,37,U,0.00000000000,A,,,-1,,,2900 SAMUEL SHEPARD,17121,16apr2008,0.00000000000,0.00000000000,2008,4,16,1529,4,2008,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,9,0,2900,SAMUEL SHEPARD,2900,SAMUEL SHEPARD,,,0,0,April2008.dta,2900 SAMUEL SHEPARD
891359.198899914,1017867.94956857,38,38,M,100.00000000000,A,4127 CHOUTEAU AVE,,20251,,PointAddress,4127 CHOUTEAU,17373,17apr2008,0.00000000000,0.00000000000,2008,4,17,2100,4,2008,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,0,0,4127,CHOUTEAU,4127,CHOUTEAU,,,0,0,April2008.dta,4127 CHOUTEAU
884014.21851116,1002239.89880374,39,39,M,100.00000000000,A,4701 S KINGSHIGHWAY BLVD,,28717,,PointAddress,4701 S. KINGSHIGHWAY,17443,18apr2008,0.00000000000,0.00000000000,2008,4,18,930,4,2008,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,4701,S. KINGSHIGHWAY,4701,S KINGSHIGHWAY,,,0,0,April2008.dta,4701 S. KINGSHIGHWAY
-1.79769313486232e+308,-1.79769313486232e+308,40,40,U,0.00000000000,A,,,-1,,,850 S GRAND,17515,18apr2008,0.00000000000,0.00000000000,2008,4,18,1635,4,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,9,0,850,S GRAND,0,S GRAND,,ON GRAND AVE ABOVE THE METROLINK STA,0,0,April2008.dta,850 S GRAND
893228.459597077,1001777.1307004,41,41,M,100.00000000000,A,4000 S GRAND BLVD,,29599,,PointAddress,4000 S. GRAND BLVD,17532,18apr2008,0.00000000000,0.00000000000,2008,4,18,1815,4,2008,3,31211,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,1,0,0,1,0,0,4000,S. GRAND BLVD,4000,S GRAND,,,0,0,April2008.dta,4000 S. GRAND BLVD
-1.79769313486232e+308,-1.79769313486232e+308,42,42,U,0.00000000000,A,,,-1,,,1031 HIGHLANDER PLAZA DR,17947,20apr2008,0.00000000000,0.00000000000,2008,4,20,2245,4,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,0,0,1031,HIGHLANDER PLAZA DR,1031,HIGHLANDER DR,HIGHLANDS LOFTS,,0,0,April2008.dta,1031 HIGHLANDER PLAZA DR
894871.663659744,1041467.51162132,43,43,M,100.00000000000,A,5200 W FLORISSANT AVE,,54821,,PointAddress,5200 W. FLORISSANT,18499,23apr2008,0.00000000000,0.00000000000,2008,4,23,2130,4,2008,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,0,0,5200,W. FLORISSANT,5200,W FLORISSANT,,,0,0,April2008.dta,5200 W. FLORISSANT
894871.663659744,1041467.51162132,44,44,M,100.00000000000,A,5200 W FLORISSANT AVE,,54821,,PointAddress,5200 W. FLORISSANT,18500,23apr2008,0.00000000000,0.00000000000,2008,4,23,2130,4,2008,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,0,0,5200,W. FLORISSANT,5200,W FLORISSANT,,,0,0,April2008.dta,5200 W. FLORISSANT
889642.436257329,1024228.55659799,45,45,M,100.00000000000,A,375 N TAYLOR AVE,,41421,,PointAddress,375 NORTH TAYLOR,18524,23apr2008,0.00000000000,0.00000000000,2008,4,23,2340,4,2008,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,9,0,375,NORTH TAYLOR,0,N TAYLOR,,,0,0,April2008.dta,375 NORTH TAYLOR
911507.764573827,1068555.21728832,46,46,M,100.00000000000,A,11050 RIVERVIEW DR,,196229,,PointAddress,11050 RIVERVIEW DR.,18725,25apr2008,0.00000000000,0.00000000000,2008,4,25,700,4,2008,26,266510,PUBLIC ORDER-TRESPASSING,1,0,0,1,0,0,11050,RIVERVIEW DR.,0,RIVERVIEW DR,PIER ST. LOUIS DEVELOPMENT,,0,0,April2008.dta,11050 RIVERVIEW DR.
-1.79769313486232e+308,-1.79769313486232e+308,47,47,U,0.00000000000,A,,,-1,,,3225 SCHOOL,19426,29apr2008,0.00000000000,0.00000000000,2008,4,29,1345,4,2008,7,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,9,0,3225,SCHOOL,3225,SCHOOL,BLUMEYER,,0,0,April2008.dta,3225 SCHOOL
889545.512894746,1032334.95770799,48,48,M,100.00000000000,A,2616 N KINGSHIGHWAY BLVD,,18230,,PointAddress,2616 N. KINGSHIGHWAY,19686,03apr2008,0.00000000000,0.00000000000,2008,4,3,1600,5,2008,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,8,55,2616,N. KINGSHIGHWAY,2616,N KINGSHIGHWAY,,,0,0,May2008.dta,2616 N. KINGSHIGHWAY
-1.79769313486232e+308,-1.79769313486232e+308,49,49,U,0.00000000000,A,,,-1,,,420 S 8TH ST LOUIS,20213,02may2008,0.00000000000,0.00000000000,2008,5,2,1930,5,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,35,420,S 8TH ST LOUIS,0,S 8TH,BUSCH STADIUM,,0,0,May2008.dta,420 S 8TH ST LOUIS
890944.292577494,1033019.31985632,50,50,M,100.00000000000,A,4873 ST LOUIS AVE,,12721,,PointAddress,4873 ST LOUIS AVE,20303,03may2008,0.00000000000,0.00000000000,2008,5,3,745,5,2008,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,8,55,4873,ST LOUIS AVE,4873,ST LOUIS,SALAMA MARKET,,0,0,May2008.dta,4873 ST LOUIS AVE
-1.79769313486232e+308,-1.79769313486232e+308,51,51,U,0.00000000000,A,,,-1,,,2700 S 7TH ST,20624,05may2008,0.00000000000,0.00000000000,2008,5,5,730,5,2008,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,3,20,2700,S 7TH ST,2700,S 7TH,,,0,0,May2008.dta,2700 S 7TH ST
-1.79769313486232e+308,-1.79769313486232e+308,52,52,U,0.00000000000,A,,,-1,,,137 UNION STATION METROL,20647,05may2008,0.00000000000,0.00000000000,2008,5,5,1010,5,2008,3,31422,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,1,0,0,1,4,36,137,UNION STATION METROL,0,MARKET,UNION STATION,PASSENGER PICKUP/DROPOFF,0,0,May2008.dta,137 UNION STATION METROL
-1.79769313486232e+308,-1.79769313486232e+308,53,53,U,0.00000000000,A,,,-1,,,731 HODIAMONT,20765,05may2008,0.00000000000,0.00000000000,2008,5,5,2135,5,2008,11,115200,FRAUD-STEALING BY DECEIT/UNDER $150,1,0,0,1,7,48,731,HODIAMONT,0,HODIAMONT,DELMAR METROLINK,@METROLINK - DELMAR,0,0,May2008.dta,731 HODIAMONT
-1.79769313486232e+308,-1.79769313486232e+308,54,54,U,0.00000000000,A,,,-1,,,250 DEBALIVIERE,20776,05may2008,0.00000000000,0.00000000000,2008,5,5,2250,5,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,7,47,250,DEBALIVIERE,0,DEBALIVIERE,METRO,@FOREST PARK METROLINK,0,0,May2008.dta,250 DEBALIVIERE
903884.649898827,1011584.75937907,55,55,T,100.00000000000,A,1816 S TUCKER BLVD,,77511,,PointAddress,1816 S TUCKER BLVD,21200,08may2008,0.00000000000,0.00000000000,2008,5,8,1814,5,2008,9,92000,SIMPLE ASSAULT-HARRASSMENT,1,0,0,1,4,34,1816,S TUCKER BLVD,1816,S TUCKER,,APT A,0,0,May2008.dta,1816 S TUCKER BLVD
-1.79769313486232e+308,-1.79769313486232e+308,56,56,U,0.00000000000,A,,,-1,,,137 METROLINK- UNION STA,22323,15may2008,0.00000000000,0.00000000000,2008,5,15,1208,5,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,4,36,137,METROLINK- UNION STA,1414,SPRUCE,UNION STATION PLATFORM,300 S 18TH UNION STATION,0,0,May2008.dta,137 METROLINK- UNION STA
889941.091171827,1021276.42306657,57,57,M,100.00000000000,A,4411 FOREST PARK AVE,,114499,,PointAddress,4411 FOREST PARK,23006,19may2008,0.00000000000,0.00000000000,2008,5,19,53,5,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,9,38,4411,FOREST PARK,4411,FOREST PARK,REAR,,0,0,May2008.dta,4411 FOREST PARK
-1.79769313486232e+308,-1.79769313486232e+308,58,58,U,0.00000000000,A,,,-1,,,3600 SCOTT,23942,23may2008,0.00000000000,0.00000000000,2008,5,23,2200,5,2008,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,9,37,3600,SCOTT,3600,SCOTT,ST. LOUIS METROLINK,GRAND METROLINK PLATFORM,0,0,May2008.dta,3600 SCOTT
905991.664713662,1060480.60974991,59,59,M,100.00000000000,A,10001 RIVERVIEW DR,,196443,,PointAddress,10001 RIVERVIEW DR,24113,24may2008,0.00000000000,0.00000000000,2008,5,24,1820,5,2008,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,6,75,10001,RIVERVIEW DR,0,RIVERVIEW DR,,RIVERVIEW PARK,0,0,May2008.dta,10001 RIVERVIEW DR
879348.815440413,1015370.42602032,60,60,M,100.00000000000,A,6335 MANCHESTER AVE,,58273,,PointAddress,6335 MANCHESTER,24803,28may2008,0.00000000000,0.00000000000,2008,5,28,1700,5,2008,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,1,0,0,1,2,42,6335,MANCHESTER,6335,MANCHESTER,BOB S AUTO SALES,,0,0,May2008.dta,6335 MANCHESTER
-1.79769313486232e+308,-1.79769313486232e+308,61,61,U,0.00000000000,A,,,-1,,,4781 DAVISON AVE,25002,29may2008,0.00000000000,0.00000000000,2008,5,29,2025,5,2008,15,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1,0,0,1,6,0,4781,DAVISON AVE,4781,DAVISON,,,0,0,May2008.dta,4781 DAVISON AVE
894904.308935661,1020190.01152549,62,62,M,100.00000000000,A,3720 LACLEDE AVE,,51739,,PointAddress,3720 LACLEDE,25220,31may2008,0.00000000000,0.00000000000,2008,5,31,326,5,2008,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,9,37,3720,LACLEDE,3720,LACLEDE,,,0,0,May2008.dta,3720 LACLEDE
888446.357284661,1030431.85619924,63,63,M,100.00000000000,A,1506 N KINGSHIGHWAY BLVD,,18209,,PointAddress,1506 NO KINGSHIGHWAY,25262,31may2008,0.00000000000,0.00000000000,2008,5,31,1256,5,2008,7,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,8,0,1506,NO KINGSHIGHWAY,1506,N KINGSHIGHWAY,BP STATION LOT,,0,0,May2008.dta,1506 NO KINGSHIGHWAY
-1.79769313486232e+308,-1.79769313486232e+308,64,64,U,0.00000000000,A,,,-1,,,731 HODIAMONT,25568,30may2008,0.00000000000,0.00000000000,2008,5,30,1350,6,2008,4,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1,0,0,1,7,48,731,HODIAMONT,0,HODIAMONT,DELMAR METROLINK WB,WESTBOUND METROLINK LRV# 4002,0,0,June2008.dta,731 HODIAMONT
-1.79769313486232e+308,-1.79769313486232e+308,65,65,U,0.00000000000,A,,,-1,,,5600 S SPRING,25569,30may2008,0.00000000000,0.00000000000,2008,5,30,1430,6,2008,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,9,29,5600,S SPRING,5600,S SPRING,,,0,0,June2008.dta,5600 S SPRING
-1.79769313486232e+308,-1.79769313486232e+308,66,66,U,0.00000000000,A,,,-1,,,11 SO. SARAH,25860,01jun2008,173.32396384000,-24.92731616320,2008,6,1,2345,6,2008,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,9,38,11,SO. SARAH,0,S SARAH,STREET,,0,0,June2008.dta,11 SO. SARAH
902307.974902578,1032125.83411049,67,67,M,100.00000000000,A,4231 N GRAND BLVD,,34559,,PointAddress,4231 N GRAND,26009,02jun2008,-164.60378955500,-29.60357112380,2008,6,2,2035,6,2008,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,5,67,4231,N GRAND,4231,N GRAND,JUBILLE COMMUNITY CHURCH,,0,0,June2008.dta,4231 N GRAND
