id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source,mergedileads
442055,21jan2016,2016,1,21,1335,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,59,2546,N. GRAND,,N. GRAND,UPPER LEVEL LOUNGE,NUISANCE ABATEMENT PROPERTY,0,0,January2016.dta,2546 N. GRAND
442131,22jan2016,2016,1,22,400,January,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,5,46,5900,WATERMAN BLVD,,WATERMAN,,,0,0,January2016.dta,5900 WATERMAN BLVD
442152,22jan2016,2016,1,22,1000,January,2016,Other Offense,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,Yes,No,No,1,1,16,3935,S GRAND,,S GRAND,,3935-43 S GRAND,0,0,January2016.dta,3935 S GRAND
442167,22jan2016,2016,1,22,1212,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,600,CHESTNUT ST,,MARKET,KEINER PLAZA,,0,0,January2016.dta,600 CHESTNUT ST
442168,22jan2016,2016,1,22,1225,January,2016,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,0,0,7200,HAZELCREST,,,,,0,0,January2016.dta,7200 HAZELCREST
442194,22jan2016,2016,1,22,1700,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,35,1000,WASHINGTON,,WASHINGTON,,,0,0,January2016.dta,1000 WASHINGTON
442208,22jan2016,2016,1,22,1830,January,2016,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,56,3047,WHITTIER ST,,WHITTER,,,0,0,January2016.dta,3047 WHITTIER ST
442292,23jan2016,2016,1,23,1347,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,38,400,S EUCLID AVE,,,CENTRAL WEST END METRO LINK,@METROLINK - CENTRAL WEST END,0,0,January2016.dta,400 S EUCLID AVE
442300,23jan2016,2016,1,23,1645,January,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,4,35,100,N 6TH ST,,6TH,ST. LOUIS BREAD COMPANY,@BREAD COMPANY- 6TH,0,0,January2016.dta,100 N 6TH ST
442379,24jan2016,2016,1,24,1230,January,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,4,36,1820,MARKET ST,,,,@UNION STATION,0,0,January2016.dta,1820 MARKET ST
442400,24jan2016,2016,1,24,1650,January,2016,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,5,38,4132,WASHINGTON BLVD,,WASHINGTON BLVD,,,0,0,January2016.dta,4132 WASHINGTON BLVD
442496,25jan2016,2016,1,25,1440,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,20,1800,S BROADWAY,,BROADWAY,BILLIES DINNER,,0,0,January2016.dta,1800 S BROADWAY
442557,26jan2016,2016,1,26,10,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,37,3700,WEST PINE BLVD,,WEST PINE,ST LOUIS UNIVERSITY CAMPUS,,0,0,January2016.dta,3700 WEST PINE BLVD
442612,26jan2016,2016,1,26,1525,January,2016,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,3,31,1710,LONGFELLOW,,,,,0,0,January2016.dta,1710 LONGFELLOW
442683,27jan2016,2016,1,27,1000,January,2016,Other Offense,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,Yes,No,No,1,1,16,3935,SOUTH GRAND,,SOUTH GRAND,,3935-43 S GRAND,0,0,January2016.dta,3935 SOUTH GRAND
442772,28jan2016,2016,1,28,135,January,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,37,3700,LACLEDE AVE,,LACLEDE,HUMPHREYS,,0,0,January2016.dta,3700 LACLEDE AVE
442790,28jan2016,2016,1,28,1030,January,2016,Other Offense,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,Yes,No,No,1,1,16,3935,SOUTH GRAND,,SOUTH GRAND,,3935-43 S GRAND,0,0,January2016.dta,3935 SOUTH GRAND
442810,28jan2016,2016,1,28,1501,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,59,2501,N GRAND,,N GRAND,GRAND U BUY,NUISANCE ABATEMENT PROPERTY,0,0,January2016.dta,2501 N GRAND
442868,28jan2016,2016,1,28,2245,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,1,16,3500,MONTANA ST,,,DUTCHTOWN NEIGHBORHOOD,SIDEWALK,0,0,January2016.dta,3500 MONTANA ST
442898,29jan2016,2016,1,29,800,January,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,2,29,3700,VISTA AVE,,VISTA,SLU HOSPITAL WEST PAVALION,4TH FLOOR,0,0,January2016.dta,3700 VISTA AVE
443002,30jan2016,2016,1,30,1103,January,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1700,LOCUST ST,,,,,0,0,January2016.dta,1700 LOCUST ST
443005,30jan2016,2016,1,30,1130,January,2016,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,1820,MARKET ST,,,,@UNION STATION,0,0,January2016.dta,1820 MARKET ST
443009,30jan2016,2016,1,30,1300,January,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,1,16,4600,S GRAND BLVD,,GRAND,,APT 7,0,0,January2016.dta,4600 S GRAND BLVD
443014,30jan2016,2016,1,30,1324,January,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,201,N 17TH,,N 17TH,,,0,0,January2016.dta,201 N 17TH
443144,31jan2016,2016,1,31,1830,January,2016,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,5,48,731,HODIAMONT,,,METROLINK DELMAR TRAIN PLATFORM,TRAIN PLATFORM,0,0,January2016.dta,731 HODIAMONT
443536,04jan2016,2016,1,4,200,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,14,5000,CHIPPEWA ST,,CHIPPEWA,,,0,0,February2016.dta,5000 CHIPPEWA ST
443538,06jan2016,2016,1,6,740,February,2016,Motor Vehicle Theft,71040,AUTO THEFT-PERM RETNT/ATTEMPT,Yes,No,No,1,5,38,4471,LINDELL,,LINDELL,,,0,0,February2016.dta,4471 LINDELL
443541,07jan2016,2016,1,7,700,February,2016,Burglary,51330,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,No,No,No,1,3,30,2727,WYOMING,,WYOMING,,,0,0,February2016.dta,2727 WYOMING
443577,18jan2016,2016,1,18,1320,February,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,1,3,3757,WILMINGTON,,WILMINGTON,,,0,0,February2016.dta,3757 WILMINGTON
443586,20jan2016,2016,1,20,1105,February,2016,Burglary,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,Yes,No,No,1,2,15,3933,HUMPHREY,,HUMPHREY,,: #1104384,0,0,February2016.dta,3933 HUMPHREY
443643,27jan2016,2016,1,27,138,February,2016,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,No,1,3,19,3503,MIAMI,,MIAMI,,: APT 1W,0,0,February2016.dta,3503 MIAMI
443648,27jan2016,2016,1,27,1308,February,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,3928,N FLORISSANT,,N FLORISSANT,TWIN TWELVE APARTMENTS,NUISANCE ABATEMENT PROPERTY,0,0,February2016.dta,3928 N FLORISSANT
443728,01feb2016,2016,2,1,200,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,4400,S GRAND BLVD,,GRAND,,,0,0,February2016.dta,4400 S GRAND BLVD
443760,01feb2016,2016,2,1,1200,February,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,5,50,5900,KENNERLY AVE,,OLIVE,,,0,0,February2016.dta,5900 KENNERLY AVE
443956,02feb2016,2016,2,2,2050,February,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,38,4500,CHILDRENS PL,,,,@METROLINK - CENTRAL WEST END,0,0,February2016.dta,4500 CHILDRENS PL
444063,03feb2016,2016,2,3,1801,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,400,S 15TH ST,,15TH,GREYHOUND,,0,0,February2016.dta,400 S 15TH ST
444135,04feb2016,2016,2,4,1300,February,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,4,6701,RIVER DES PERES,,,,FULTZ FIELD,0,0,February2016.dta,6701 RIVER DES PERES
444185,04feb2016,2016,2,4,2045,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4400,ARCO AVE,,ARCO,,APT 1ST FL,0,0,February2016.dta,4400 ARCO AVE
444243,05feb2016,2016,2,5,1308,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,200,N 17TH ST,,,711,,0,0,February2016.dta,200 N 17TH ST
444258,05feb2016,2016,2,5,1700,February,2016,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,1,2,8804,NORTH BROADWAY,,JEFFERSON,,,0,0,February2016.dta,8804 NORTH BROADWAY
444261,05feb2016,2016,2,5,1710,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,6,56,3600,WARNE AVE,,,,FUNNEL CAKE CO,0,0,February2016.dta,3600 WARNE AVE
444320,06feb2016,2016,2,6,1000,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,27,3900,FLORA PL,,FLORA,,,0,0,February2016.dta,3900 FLORA PL
444360,06feb2016,2016,2,6,1510,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,21,1000,ALLEN AVE,,ALLEN,,REAR PARKING PAD,0,0,February2016.dta,1000 ALLEN AVE
444476,07feb2016,2016,2,7,130,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,MERAMEC ST,,,TIME OUT BAR & GRILL,,0,0,February2016.dta,3800 MERAMEC ST
444520,07feb2016,2016,2,7,1430,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,71,5000,ROSALIE ST,,ROSALIE,,,0,0,February2016.dta,5000 ROSALIE ST
444939,12feb2016,2016,2,12,250,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,38,4900,BARNES JEWISH HOSPITAL PLZ,,,BARNES JEWISH HOSPITAL,,0,0,February2016.dta,4900 BARNES JEWISH HOSPITAL PLZ
444953,12feb2016,2016,2,12,934,February,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,4219,N. 20TH,,N FLORISSANT,,,0,0,February2016.dta,4219 N. 20TH
445089,13feb2016,2016,2,13,1530,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,,CHRIST CATHOLIC CHURCH,0,0,February2016.dta,1200 LOCUST ST
445159,14feb2016,2016,2,14,700,February,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,2,9,7000,NOTTINGHAM AVE,,OLIVE,,,0,0,February2016.dta,7000 NOTTINGHAM AVE
445210,14feb2016,2016,2,14,2048,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,400,N 10TH ST,,,,,0,0,February2016.dta,400 N 10TH ST
445317,15feb2016,2016,2,15,2020,February,2016,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,1,80,930,HOLLY HILLS DR,,,,,0,0,February2016.dta,930 HOLLY HILLS DR
445329,15feb2016,2016,2,15,2228,February,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,16,3800,DELOR,,,,,0,0,February2016.dta,3800 DELOR
445389,16feb2016,2016,2,16,1730,February,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,3,30,3100,PENNSYLVANIA AVE,,GRAND,DURHAM SCHOOL BUS,ON BUS,0,0,February2016.dta,3100 PENNSYLVANIA AVE
445425,16feb2016,2016,2,16,2330,February,2016,Aggravated Assault,44015,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,Yes,No,No,1,4,36,1821,MARKET,,,,,0,0,February2016.dta,1821 MARKET
445528,17feb2016,2016,2,17,1957,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,WASHINGTON AVE,,,ROSALITA S CANTINA,,0,0,February2016.dta,1200 WASHINGTON AVE
445554,17feb2016,2016,2,17,2240,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1000,LOCUST ST,,LOCUST,,,0,0,February2016.dta,1000 LOCUST ST
445651,18feb2016,2016,2,18,2000,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,79,7600,HALL ST,,HALL,,@WORKHOUSE NSR MEDICAL UNIT CELL 16,0,0,February2016.dta,7600 HALL ST
445679,19feb2016,2016,2,19,100,February,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,1900,OLIVE ST,,OLIVE,,@HEADQUARTERS,0,0,February2016.dta,1900 OLIVE ST
445737,19feb2016,2016,2,19,1624,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,38,5000,MCPHERSON AVE,,,,,0,0,February2016.dta,5000 MCPHERSON AVE
445823,20feb2016,2016,2,20,600,February,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,3,18,3800,MISSOURI AVE,,MISSOURI,,,0,0,February2016.dta,3800 MISSOURI AVE
445973,21feb2016,2016,2,21,1925,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,24,2600,GRAVOIS AVE,,GRAVOIS,,7 ELEVEN,0,0,February2016.dta,2600 GRAVOIS AVE
446037,22feb2016,2016,2,22,945,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,,,0,0,February2016.dta,1200 LOCUST ST
446065,22feb2016,2016,2,22,1520,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,TAFT AVE,,ALABAMA,,,0,0,February2016.dta,3800 TAFT AVE
446237,24feb2016,2016,2,24,735,February,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,14,3497,MACKLIND AVE,,MACKLIND,,,0,0,February2016.dta,3497 MACKLIND AVE
446405,25feb2016,2016,2,25,2150,February,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4500,HUNT AVE,,HUNT,,,0,0,February2016.dta,4500 HUNT AVE
446442,26feb2016,2016,2,26,1100,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,2200,OLIVE ST,,OLIVE,,,0,0,February2016.dta,2200 OLIVE ST
446495,26feb2016,2016,2,26,2050,February,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,900,WASHINGTON AVE,,,,,0,0,February2016.dta,900 WASHINGTON AVE
446642,28feb2016,2016,2,28,231,February,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,39,4054,MANCHESTER AVE,,,,,0,0,February2016.dta,4054 MANCHESTER AVE
446906,13jan2016,2016,1,13,1915,March,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,5,46,5645,FOREST PARK,,FOREST PARK,,,0,0,March2016.dta,5645 FOREST PARK
446912,15jan2016,2016,1,15,1845,March,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4700,LEE AVE,,LEE,,,0,0,March2016.dta,4700 LEE AVE
446929,28jan2016,2016,1,28,1116,March,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",No,No,No,1,6,56,4446,LABADIE,,LABADIE,,FRONT,0,0,March2016.dta,4446 LABADIE
446949,09feb2016,2016,2,9,1345,March,2016,Aggravated Assault,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,No,No,No,1,5,47,323,DE BALIVIERE,,DELMAR,,,0,0,March2016.dta,323 DE BALIVIERE
446965,13feb2016,2016,2,13,200,March,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,33,1123,S. 14TH,,S. 14TH,,,0,0,March2016.dta,1123 S. 14TH
